species,k,sim,smoother,log_likelihood,num_train_states,num_test_states
bird1,1,18,0.001,-0.7168658783877848,9,8
bird1,1,18,0.01,-0.7166123986268659,9,8
bird1,1,18,0.1,-0.7163831457235615,9,8
bird1,2,18,0.001,-0.7017612814793946,72,34
bird1,2,18,0.01,-0.700556314846378,72,34
bird1,2,18,0.1,-0.6996729792232772,72,34
bird1,3,18,0.001,-0.6820940713101289,576,70
bird1,3,18,0.01,-0.6802743521112987,576,70
bird1,3,18,0.1,-0.6790577649886432,576,70
bird1,4,18,0.001,-0.6974466403702313,4608,120
bird1,4,18,0.01,-0.694464233772652,4608,120
bird1,4,18,0.1,-0.6926804817403788,4608,120
bird1,5,18,0.001,-0.7190128329907189,36864,188
bird1,5,18,0.01,-0.7138043763138239,36864,188
bird1,5,18,0.1,-0.7110398845614816,36864,188
bird1,0,19,0.001,-1.9381850058976906,1,1
bird1,0,19,0.01,-1.9381850061582928,1,1
bird1,0,19,0.1,-1.9381850088999568,1,1
bird1,1,19,0.001,-0.7219137156837008,9,8
bird1,1,19,0.01,-0.7215279963473673,9,8
bird1,1,19,0.1,-0.7211621827968586,9,8
bird1,2,19,0.001,-0.7039855135989265,72,33
bird1,2,19,0.01,-0.7028946990845407,72,33
bird1,2,19,0.1,-0.7020146732778669,72,33
bird1,3,19,0.001,-0.6916292980449105,576,76
bird1,3,19,0.01,-0.688223874606908,576,76
bird1,3,19,0.1,-0.6857123239798096,576,76
bird1,4,19,0.001,-0.7105872229512485,4608,138
bird1,4,19,0.01,-0.7042061361395008,4608,138
bird1,4,19,0.1,-0.6996487315291019,4608,138
bird1,5,19,0.001,-0.7212016290155969,36864,207
bird1,5,19,0.01,-0.7169863975431077,36864,207
bird1,5,19,0.1,-0.7151222293928353,36864,207
bird1,0,20,0.001,-1.9377689904873308,1,1
bird1,0,20,0.01,-1.9377689864995915,1,1
bird1,0,20,0.1,-1.9377689467607226,1,1
bird1,1,20,0.001,-0.7187172562326927,9,8
bird1,1,20,0.01,-0.718451649462278,9,8
bird1,1,20,0.1,-0.7181957888630374,9,8
bird1,2,20,0.001,-0.7016374206770973,72,37
bird1,2,20,0.01,-0.7008112240884535,72,37
bird1,2,20,0.1,-0.7002812154154526,72,37
bird1,3,20,0.001,-0.6854539409203272,576,78
bird1,3,20,0.01,-0.6831472063397622,576,78
bird1,3,20,0.1,-0.6817553114917078,576,78
bird1,4,20,0.001,-0.7054113025871768,4608,137
bird1,4,20,0.01,-0.6999969016343426,4608,137
bird1,4,20,0.1,-0.6968135452144048,4608,137
bird1,5,20,0.001,-0.7315041673203543,36864,216
bird1,5,20,0.01,-0.7239703774400718,36864,216
bird1,5,20,0.1,-0.7201742518362914,36864,216
bird1,0,21,0.001,-1.9270388580751463,1,1
bird1,0,21,0.01,-1.927038872991043,1,1
bird1,0,21,0.1,-1.9270390222816018,1,1
bird1,1,21,0.001,-0.7300433955733132,9,8
bird1,1,21,0.01,-0.7297930735967041,9,8
bird1,1,21,0.1,-0.7295611687623775,9,8
bird1,2,21,0.001,-0.7100035689744978,72,37
bird1,2,21,0.01,-0.7088130561624256,72,37
bird1,2,21,0.1,-0.7078722410974218,72,37
bird1,3,21,0.001,-0.6903317199539494,576,86
bird1,3,21,0.01,-0.688302006487718,576,86
bird1,3,21,0.1,-0.6871228319333905,576,86
bird1,4,21,0.001,-0.7006629135870879,4608,156
bird1,4,21,0.01,-0.6971007932407545,4608,156
bird1,4,21,0.1,-0.6955432484340247,4608,156
bird1,5,21,0.001,-0.724163458694961,36864,236
bird1,5,21,0.01,-0.7184158421737548,36864,236
bird1,5,21,0.1,-0.715764764172895,36864,236
bird1,0,22,0.001,-1.9384052704784789,1,1
bird1,0,22,0.01,-1.9384052670847436,1,1
bird1,0,22,0.1,-1.9384052332839548,1,1
bird1,1,22,0.001,-0.7243046586082468,9,8
bird1,1,22,0.01,-0.7241762851245638,9,8
bird1,1,22,0.1,-0.7240623535964594,9,8
bird1,2,22,0.001,-0.7069918327377621,72,37
bird1,2,22,0.01,-0.7063272111453862,72,37
bird1,2,22,0.1,-0.7059740846313014,72,37
bird1,3,22,0.001,-0.690150154527781,576,85
bird1,3,22,0.01,-0.6884893115943098,576,85
bird1,3,22,0.1,-0.6877241827836926,576,85
bird1,4,22,0.001,-0.7066398176552693,4608,154
bird1,4,22,0.01,-0.7035454256488349,4608,154
bird1,4,22,0.1,-0.7023714904618757,4608,154
bird1,5,22,0.001,-0.7335196919818069,36864,239
bird1,5,22,0.01,-0.7258877203159917,36864,239
bird1,5,22,0.1,-0.721789696712915,36864,239
bird1,0,23,0.001,-1.939870523187369,1,1
bird1,0,23,0.01,-1.9398705211754266,1,1
bird1,0,23,0.1,-1.9398705011910888,1,1
bird1,1,23,0.001,-0.7304866305247741,9,8
bird1,1,23,0.01,-0.7304879279162748,9,8
bird1,1,23,0.1,-0.7305015038903475,9,8
bird1,2,23,0.001,-0.7174523952944791,72,34
bird1,2,23,0.01,-0.7154130101555419,72,34
bird1,2,23,0.1,-0.7136568332583109,72,34
bird1,3,23,0.001,-0.7010645726776303,576,83
bird1,3,23,0.01,-0.6980974676262036,576,83
bird1,3,23,0.1,-0.6958589318735308,576,83
bird1,4,23,0.001,-0.7194780743482752,4608,150
bird1,4,23,0.01,-0.7147218941512626,4608,150
bird1,4,23,0.1,-0.7117969545944579,4608,150
bird1,5,23,0.001,-0.7486555988128294,36864,235
bird1,5,23,0.01,-0.7414126392800419,36864,235
bird1,5,23,0.1,-0.7373184754694221,36864,235
bird1,0,24,0.001,-1.9322179640552717,1,1
bird1,0,24,0.01,-1.9322179720516544,1,1
bird1,0,24,0.1,-1.9322180521481511,1,1
bird1,1,24,0.001,-0.7223615222552024,9,8
bird1,1,24,0.01,-0.7222361255714098,9,8
bird1,1,24,0.1,-0.7221348080737904,9,8
bird1,2,24,0.001,-0.7089520220032276,72,36
bird1,2,24,0.01,-0.7085633600492781,72,36
bird1,2,24,0.1,-0.7084023766035715,72,36
bird1,3,24,0.001,-0.6913952758273304,576,78
bird1,3,24,0.01,-0.6896083000771847,576,78
bird1,3,24,0.1,-0.6886047183212649,576,78
bird1,4,24,0.001,-0.7057748732111966,4608,142
bird1,4,24,0.01,-0.7022499811054129,4608,142
bird1,4,24,0.1,-0.700407005452321,4608,142
bird1,5,24,0.001,-0.7408883058715633,36864,223
bird1,5,24,0.01,-0.732350207170994,36864,223
bird1,5,24,0.1,-0.7269903157198974,36864,223
bird1,0,25,0.001,-1.9271083640967634,1,1
bird1,0,25,0.01,-1.9271083817806476,1,1
bird1,0,25,0.1,-1.9271085587500958,1,1
bird1,1,25,0.001,-0.7302975971875632,9,8
bird1,1,25,0.01,-0.7300455140247221,9,8
bird1,1,25,0.1,-0.729815920548576,9,8
bird1,2,25,0.001,-0.7109821009469818,72,35
bird1,2,25,0.01,-0.7104625139043304,72,35
bird1,2,25,0.1,-0.7101749147601188,72,35
bird1,3,25,0.001,-0.6970876514728449,576,75
bird1,3,25,0.01,-0.6954772358423212,576,75
bird1,3,25,0.1,-0.6947534590350307,576,75
bird1,4,25,0.001,-0.7095925370793706,4608,133
bird1,4,25,0.01,-0.7064414781273439,4608,133
bird1,4,25,0.1,-0.7051031243385372,4608,133
bird1,5,25,0.001,-0.7481836908260714,36864,208
bird1,5,25,0.01,-0.7369965677687454,36864,208
bird1,5,25,0.1,-0.7296455257886051,36864,208
bird1,0,26,0.001,-1.932903984322545,1,1
bird1,0,26,0.01,-1.9329039871994378,1,1
bird1,0,26,0.1,-1.9329040161043372,1,1
bird1,1,26,0.001,-0.7245007953240915,9,8
bird1,1,26,0.01,-0.7245030015295993,9,8
bird1,1,26,0.1,-0.7245255298756442,9,8
bird1,2,26,0.001,-0.7052040759825665,72,33
bird1,2,26,0.01,-0.7050955289387014,72,33
bird1,2,26,0.1,-0.7052561337489949,72,33
bird1,3,26,0.001,-0.6835724350231891,576,75
bird1,3,26,0.01,-0.6825099109184954,576,75
bird1,3,26,0.1,-0.6823424531006534,576,75
bird1,4,26,0.001,-0.702700995207327,4608,143
bird1,4,26,0.01,-0.6979508801930836,4608,143
bird1,4,26,0.1,-0.6953528481618756,4608,143
bird1,5,26,0.001,-0.7240134332146364,36864,221
bird1,5,26,0.01,-0.7179309604559302,36864,221
bird1,5,26,0.1,-0.7152658365856095,36864,221
bird1,0,27,0.001,-1.9332459151048158,1,1
bird1,0,27,0.01,-1.9332459192588116,1,1
bird1,0,27,0.1,-1.9332459609345152,1,1
bird1,1,27,0.001,-0.7158782579431741,9,8
bird1,1,27,0.01,-0.7157515330342544,9,8
bird1,1,27,0.1,-0.7156571559418794,9,8
bird1,2,27,0.001,-0.6974396617801891,72,33
bird1,2,27,0.01,-0.6973197864521928,72,33
bird1,2,27,0.1,-0.6973811620692082,72,33
bird1,3,27,0.001,-0.6781247039078493,576,72
bird1,3,27,0.01,-0.6773133859170021,576,72
bird1,3,27,0.1,-0.677132660611566,576,72
bird1,4,27,0.001,-0.6943531832541223,4608,133
bird1,4,27,0.01,-0.6918263339528798,4608,133
bird1,4,27,0.1,-0.6907302368101803,4608,133
bird1,5,27,0.001,-0.7168535876188377,36864,205
bird1,5,27,0.01,-0.7129434526815638,36864,205
bird1,5,27,0.1,-0.7115900532124617,36864,205
bird1,0,28,0.001,-1.9311270106266958,1,1
bird1,0,28,0.01,-1.9311270223815054,1,1
bird1,0,28,0.1,-1.9311271400600207,1,1
bird1,1,28,0.001,-0.7241001589822331,9,8
bird1,1,28,0.01,-0.7238563986044388,9,8
bird1,1,28,0.1,-0.7236360560604075,9,8
bird1,2,28,0.001,-0.706178599655559,72,36
bird1,2,28,0.01,-0.7055397978716985,72,36
bird1,2,28,0.1,-0.7050973673222896,72,36
bird1,3,28,0.001,-0.686355548459549,576,86
bird1,3,28,0.01,-0.6849421552685906,576,86
bird1,3,28,0.1,-0.6844315400184099,576,86
bird1,4,28,0.001,-0.7067589581306701,4608,156
bird1,4,28,0.01,-0.701535831496857,4608,156
bird1,4,28,0.1,-0.6984412132864304,4608,156
bird1,5,28,0.001,-0.7273261899276703,36864,239
bird1,5,28,0.01,-0.7212532017161778,36864,239
bird1,5,28,0.1,-0.7184062530251714,36864,239
bird1,0,29,0.001,-1.9361650347273518,1,1
bird1,0,29,0.01,-1.9361650366250194,1,1
