,species,k,lag,smoother,log_likelihood,num_train_states,num_test_states
499,mul,4,40,0.01,-0.14882081008265802,10000,1937
500,mul,4,50,0.01,-0.158192750163093,10000,2082
501,mul,4,60,0.01,-0.16580470122253857,10000,2239
502,mul,4,70,0.01,-0.17448134290777798,10000,2361
503,mul,4,80,0.01,-0.18341965938445554,10000,2465
504,mul,4,90,0.01,-0.19897728938252213,10000,2563
505,mul,4,100,0.01,-0.20587842889792585,10000,2597
506,mul,4,1,0.1,-0.12138757435829553,10000,304
507,mul,4,10,0.1,-0.12225591387092281,10000,1046
508,mul,4,20,0.1,-0.13105133843917813,10000,1511
509,mul,4,30,0.1,-0.13962346878140755,10000,1729
510,mul,4,40,0.1,-0.14548513149848838,10000,1937
511,mul,4,50,0.1,-0.15566202590100295,10000,2082
512,mul,4,60,0.1,-0.16166957786555844,10000,2239
513,mul,4,70,0.1,-0.17048151203646225,10000,2361
514,mul,4,80,0.1,-0.1797740576148576,10000,2465
515,mul,4,90,0.1,-0.1950121536219762,10000,2563
516,mul,4,100,0.1,-0.20142872923204047,10000,2597
517,mul,4,1,1.0,-0.12310214155960629,10000,304
518,mul,4,10,1.0,-0.130621985135701,10000,1046
519,mul,4,20,1.0,-0.14496584707784455,10000,1511
520,mul,4,30,1.0,-0.15824383011765603,10000,1729
521,mul,4,40,1.0,-0.16807091420481907,10000,1937
522,mul,4,50,1.0,-0.18229969086670667,10000,2082
523,mul,4,60,1.0,-0.19199065910562663,10000,2239
524,mul,4,70,1.0,-0.20544737598015894,10000,2361
525,mul,4,80,1.0,-0.22002614757390304,10000,2465
526,mul,4,90,1.0,-0.23821459422930075,10000,2563
527,mul,4,100,1.0,-0.24991790363401165,10000,2597
528,mul,5,1,0.001,-0.12291180733355038,100000,530
529,mul,5,10,0.001,-0.14287904931036666,100000,2378
530,mul,5,20,0.001,-0.17585006553448984,100000,3420
531,mul,5,30,0.001,-0.2066705079923283,100000,3889
532,mul,5,40,0.001,-0.23708462371421934,100000,4369
533,mul,5,50,0.001,-0.27305958288693044,100000,4689
534,mul,5,60,0.001,-0.30272693659913125,100000,4898
535,mul,5,70,0.001,-0.3431490478597464,100000,5048
536,mul,5,80,0.001,-0.3836127378984894,100000,5055
537,mul,5,90,0.001,-0.4223614507710791,100000,5180
538,mul,5,100,0.001,-0.46811989417023947,100000,5105
539,mul,5,1,0.01,-0.12197844059451451,100000,530
540,mul,5,10,0.01,-0.13762446294787944,100000,2378
541,mul,5,20,0.01,-0.16814370523538305,100000,3420
542,mul,5,30,0.01,-0.19649938997761732,100000,3889
543,mul,5,40,0.01,-0.2241757404482362,100000,4369
544,mul,5,50,0.01,-0.2605678669621854,100000,4689
545,mul,5,60,0.01,-0.288803954201227,100000,4898
546,mul,5,70,0.01,-0.3284203965960256,100000,5048
547,mul,5,80,0.01,-0.36800930057995546,100000,5055
548,mul,5,90,0.01,-0.4063909051510126,100000,5180
549,mul,5,100,0.01,-0.4526605945826902,100000,5105
550,mul,5,1,0.1,-0.12167812740659725,100000,530
551,mul,5,10,0.1,-0.1363671013185701,100000,2378
552,mul,5,20,0.1,-0.1670196065868687,100000,3420
553,mul,5,30,0.1,-0.1944252154544736,100000,3889
554,mul,5,40,0.1,-0.22227467208563756,100000,4369
555,mul,5,50,0.1,-0.25998700467710695,100000,4689
556,mul,5,60,0.1,-0.28884478999878743,100000,4898
557,mul,5,70,0.1,-0.329451281591806,100000,5048
558,mul,5,80,0.1,-0.3698598220079159,100000,5055
559,mul,5,90,0.1,-0.40940906158468926,100000,5180
560,mul,5,100,0.1,-0.4572437754579372,100000,5105
561,mul,5,1,1.0,-0.12455423536519895,100000,530
562,mul,5,10,1.0,-0.15628645019092952,100000,2378
563,mul,5,20,1.0,-0.20010169931877955,100000,3420
564,mul,5,30,1.0,-0.23663827568749043,100000,3889
565,mul,5,40,1.0,-0.2765144771970147,100000,4369
566,mul,5,50,1.0,-0.3221207824532739,100000,4689
567,mul,5,60,1.0,-0.3613781710263668,100000,4898
568,mul,5,70,1.0,-0.41287302474078963,100000,5048
569,mul,5,80,1.0,-0.4612337660095646,100000,5055
570,mul,5,90,1.0,-0.5080901607683653,100000,5180
571,mul,5,100,1.0,-0.562487453781057,100000,5105
572,mul,6,1,0.001,-0.12398535040984948,1000000,839
573,mul,6,10,0.001,-0.1727676800390666,1000000,4330
574,mul,6,20,0.001,-0.24276644851993714,1000000,5968
575,mul,6,30,0.001,-0.310945442022326,1000000,6753
576,mul,6,40,0.001,-0.37941937560729017,1000000,7367
577,mul,6,50,0.001,-0.4611584513996816,1000000,7757
578,mul,6,60,0.001,-0.5181653120394617,1000000,7780
579,mul,6,70,0.001,-0.6178922608913513,1000000,7713
580,mul,6,80,0.001,-0.6977757194140395,1000000,7517
581,mul,6,90,0.001,-0.7868689102989161,1000000,7391
582,mul,6,100,0.001,-0.8652313421227861,1000000,7074
583,mul,6,1,0.01,-0.12280565082254484,1000000,839
584,mul,6,10,0.01,-0.16509779636244706,1000000,4330
585,mul,6,20,0.01,-0.2322574065529112,1000000,5968
586,mul,6,30,0.01,-0.29811602793223496,1000000,6753
587,mul,6,40,0.01,-0.3649603755222159,1000000,7367
588,mul,6,50,0.01,-0.44725619609512035,1000000,7757
589,mul,6,60,0.01,-0.504259317582988,1000000,7780
590,mul,6,70,0.01,-0.6017068868738263,1000000,7713
591,mul,6,80,0.01,-0.6840105324678517,1000000,7517
592,mul,6,90,0.01,-0.7691283472104582,1000000,7391
593,mul,6,100,0.01,-0.8523810508256611,1000000,7074
594,mul,6,1,0.1,-0.12261103739575932,1000000,839
595,mul,6,10,0.1,-0.16473266024404093,1000000,4330
596,mul,6,20,0.1,-0.2330342816232213,1000000,5968
597,mul,6,30,0.1,-0.2992370662337679,1000000,6753
598,mul,6,40,0.1,-0.36755310264570196,1000000,7367
599,mul,6,50,0.1,-0.4520053256577343,1000000,7757
600,mul,6,60,0.1,-0.5117668015879056,1000000,7780
601,mul,6,70,0.1,-0.6073816686942235,1000000,7713
602,mul,6,80,0.1,-0.6931389793912411,1000000,7517
603,mul,6,90,0.1,-0.7750372359254989,1000000,7391
604,mul,6,100,0.1,-0.8633477944453302,1000000,7074
605,mul,6,1,1.0,-0.1270367447104921,1000000,839
606,mul,6,10,1.0,-0.19881794085833657,1000000,4330
607,mul,6,20,1.0,-0.2881763630284527,1000000,5968
608,mul,6,30,1.0,-0.36926043372642553,1000000,6753
609,mul,6,40,1.0,-0.45271638522035873,1000000,7367
610,mul,6,50,1.0,-0.5453117886247368,1000000,7757
611,mul,6,60,1.0,-0.6200847683616983,1000000,7780
612,mul,6,70,1.0,-0.7163405883383461,1000000,7713
613,mul,6,80,1.0,-0.8062171761362182,1000000,7517
614,mul,6,90,1.0,-0.8859572594235186,1000000,7391
615,mul,6,100,1.0,-0.9772363492114018,1000000,7074
616,mil,0,1,0.001,-1.795440196735631,1,1
617,mil,0,10,0.001,-1.795440196735631,1,1
618,mil,0,20,0.001,-1.795440196735631,1,1
619,mil,0,30,0.001,-1.795440196735631,1,1
620,mil,0,40,0.001,-1.795440196735631,1,1
621,mil,0,50,0.001,-1.795440196735631,1,1
622,mil,0,60,0.001,-1.795440196735631,1,1
623,mil,0,70,0.001,-1.795440196735631,1,1
624,mil,0,80,0.001,-1.795440196735631,1,1
625,mil,0,90,0.001,-1.795440196735631,1,1
626,mil,0,100,0.001,-1.795440196735631,1,1
627,mil,0,1,0.01,-1.7954404426438098,1,1
628,mil,0,10,0.01,-1.7954404426438098,1,1
629,mil,0,20,0.01,-1.7954404426438098,1,1
630,mil,0,30,0.01,-1.7954404426438098,1,1
631,mil,0,40,0.01,-1.7954404426438098,1,1
632,mil,0,50,0.01,-1.7954404426438098,1,1
633,mil,0,60,0.01,-1.7954404426438098,1,1
634,mil,0,70,0.01,-1.7954404426438098,1,1
635,mil,0,80,0.01,-1.7954404426438098,1,1
636,mil,0,90,0.01,-1.7954404426438098,1,1
637,mil,0,100,0.01,-1.7954404426438098,1,1
638,mil,0,1,0.1,-1.795442901713705,1,1
639,mil,0,10,0.1,-1.795442901713705,1,1
640,mil,0,20,0.1,-1.795442901713705,1,1
641,mil,0,30,0.1,-1.795442901713705,1,1
642,mil,0,40,0.1,-1.795442901713705,1,1
643,mil,0,50,0.1,-1.795442901713705,1,1
644,mil,0,60,0.1,-1.795442901713705,1,1
645,mil,0,70,0.1,-1.795442901713705,1,1
646,mil,0,80,0.1,-1.795442901713705,1,1
647,mil,0,90,0.1,-1.795442901713705,1,1
648,mil,0,100,0.1,-1.795442901713705,1,1
649,mil,0,1,1.0,-1.7954674912225552,1,1
650,mil,0,10,1.0,-1.7954674912225552,1,1
651,mil,0,20,1.0,-1.7954674912225552,1,1
652,mil,0,30,1.0,-1.7954674912225552,1,1
653,mil,0,40,1.0,-1.7954674912225552,1,1
654,mil,0,50,1.0,-1.7954674912225552,1,1
655,mil,0,60,1.0,-1.7954674912225552,1,1
656,mil,0,70,1.0,-1.7954674912225552,1,1
657,mil,0,80,1.0,-1.7954674912225552,1,1
658,mil,0,90,1.0,-1.7954674912225552,1,1
659,mil,0,100,1.0,-1.7954674912225552,1,1
660,mil,1,1,0.001,-0.04315205256719722,10,10
661,mil,1,10,0.001,-0.04209955767707148,10,10
662,mil,1,20,0.001,-0.04216264014468426,10,10
663,mil,1,30,0.001,-0.041759944236265376,10,10
664,mil,1,40,0.001,-0.0414303554648594,10,10
665,mil,1,50,0.001,-0.04106860825105862,10,10
666,mil,1,60,0.001,-0.04112876432018456,10,10
667,mil,1,70,0.001,-0.04013226053810757,10,10
668,mil,1,80,0.001,-0.03962590750010057,10,10
669,mil,1,90,0.001,-0.03954227594896264,10,10
670,mil,1,100,0.001,-0.03970581150962205,10,10
671,mil,1,1,0.01,-0.043153125970504934,10,10
672,mil,1,10,0.01,-0.04210066032118266,10,10
673,mil,1,20,0.01,-0.0421637111186382,10,10
674,mil,1,30,0.01,-0.0417610186340278,10,10
675,mil,1,40,0.01,-0.04143143111433213,10,10
676,mil,1,50,0.01,-0.041069774376016895,10,10
677,mil,1,60,0.01,-0.04112983207377979,10,10
678,mil,1,70,0.01,-0.04013350362393116,10,10
679,mil,1,80,0.01,-0.03962713781376704,10,10
680,mil,1,90,0.01,-0.03954348873968935,10,10
681,mil,1,100,0.01,-0.039707003953530065,10,10
682,mil,1,1,0.1,-0.04316432172915652,10,10
683,mil,1,10,0.1,-0.04211215158953187,10,10
684,mil,1,20,0.1,-0.04217488958016198,10,10
685,mil,1,30,0.1,-0.04177223384745674,10,10
686,mil,1,40,0.1,-0.041442661579364694,10,10
687,mil,1,50,0.1,-0.04108190367573706,10,10
688,mil,1,60,0.1,-0.041140995723935994,10,10
689,mil,1,70,0.1,-0.04014640415179449,10,10
690,mil,1,80,0.1,-0.03963991611279682,10,10
691,mil,1,90,0.1,-0.03955609585254847,10,10
692,mil,1,100,0.1,-0.03971941101439935,10,10
693,mil,1,1,1.0,-0.0433111406716535,10,10
694,mil,1,10,1.0,-0.04226214728332279,10,10
695,mil,1,20,1.0,-0.042322061507115594,10,10
696,mil,1,30,1.0,-0.041919945762131365,10,10
697,mil,1,40,1.0,-0.04159071741161592,10,10
698,mil,1,50,1.0,-0.041238370683198355,10,10
699,mil,1,60,1.0,-0.041289268739317785,10,10
700,mil,1,70,1.0,-0.04031056845430501,10,10
701,mil,1,80,1.0,-0.039803281066606584,10,10
702,mil,1,90,1.0,-0.03971805868001797,10,10
703,mil,1,100,1.0,-0.03987963309089346,10,10
704,mil,2,1,0.001,-0.04226227076848688,100,40
705,mil,2,10,0.001,-0.03904718593620667,100,39
706,mil,2,20,0.001,-0.03772881855600595,100,41
707,mil,2,30,0.001,-0.038431517158992,100,44
708,mil,2,40,0.001,-0.03662611842820096,100,43
709,mil,2,50,0.001,-0.03722847401973162,100,44
710,mil,2,60,0.001,-0.04082402338616417,100,44
711,mil,2,70,0.001,-0.04266850640865495,100,45
712,mil,2,80,0.001,-0.03885730137682838,100,42
713,mil,2,90,0.001,-0.03902040886758831,100,43
714,mil,2,100,0.001,-0.037175763571190096,100,44
715,mil,2,1,0.01,-0.042293610487953506,100,40
716,mil,2,10,0.01,-0.038661331051734665,100,39
717,mil,2,20,0.01,-0.03723807349241906,100,41
718,mil,2,30,0.01,-0.03771432500653669,100,44
719,mil,2,40,0.01,-0.03579382514547632,100,43
720,mil,2,50,0.01,-0.03639789172150801,100,44
721,mil,2,60,0.01,-0.039845481917743536,100,44
722,mil,2,70,0.01,-0.041110779471797344,100,45
723,mil,2,80,0.01,-0.03762478938895883,100,42
724,mil,2,90,0.01,-0.037420423546399295,100,43
725,mil,2,100,0.01,-0.03560565571511503,100,44
726,mil,2,1,0.1,-0.042572863753199346,100,40
727,mil,2,10,0.1,-0.03855049465336928,100,39
728,mil,2,20,0.1,-0.0370779017967973,100,41
729,mil,2,30,0.1,-0.037302542183308765,100,44
730,mil,2,40,0.1,-0.03531178880325441,100,43
731,mil,2,50,0.1,-0.03603028728894266,100,44
732,mil,2,60,0.1,-0.03913514855158946,100,44
733,mil,2,70,0.1,-0.0398455834914592,100,45
734,mil,2,80,0.1,-0.03670193890840554,100,42
735,mil,2,90,0.1,-0.03613893582134603,100,43
736,mil,2,100,0.1,-0.03472509980803444,100,44
737,mil,2,1,1.0,-0.044243623098626395,100,40
738,mil,2,10,1.0,-0.04084983828264673,100,39
739,mil,2,20,1.0,-0.03967233510745958,100,41
740,mil,2,30,1.0,-0.039715341678076235,100,44
741,mil,2,40,1.0,-0.0379493634516763,100,43
742,mil,2,50,1.0,-0.03920139188284585,100,44
743,mil,2,60,1.0,-0.041008963984963835,100,44
744,mil,2,70,1.0,-0.04139872200435067,100,45
745,mil,2,80,1.0,-0.038759415771776336,100,42
746,mil,2,90,1.0,-0.0379229979594951,100,43
747,mil,2,100,1.0,-0.03790877018381807,100,44
748,mil,3,1,0.001,-0.04105480589226909,1000,72
749,mil,3,10,0.001,-0.03886434123719798,1000,87
750,mil,3,20,0.001,-0.043826915375665666,1000,95
751,mil,3,30,0.001,-0.04544846845922652,1000,97
752,mil,3,40,0.001,-0.04772479940440566,1000,99
753,mil,3,50,0.001,-0.05618162933346418,1000,92
754,mil,3,60,0.001,-0.058695091349979744,1000,88
755,mil,3,70,0.001,-0.07080914867684625,1000,83
756,mil,3,80,0.001,-0.06265229110458288,1000,78
757,mil,3,90,0.001,-0.0706738380872833,1000,78
758,mil,3,100,0.001,-0.06466982609920308,1000,79
759,mil,3,1,0.01,-0.04111548169092478,1000,72
760,mil,3,10,0.01,-0.03783931574563324,1000,87
761,mil,3,20,0.01,-0.04182751220424188,1000,95
762,mil,3,30,0.01,-0.04291048735449158,1000,97
763,mil,3,40,0.01,-0.04552529409452171,1000,99
764,mil,3,50,0.01,-0.053664923031945,1000,92
765,mil,3,60,0.01,-0.05673075245381134,1000,88
766,mil,3,70,0.01,-0.06649152133417828,1000,83
767,mil,3,80,0.01,-0.06072940142565927,1000,78
768,mil,3,90,0.01,-0.06893311898374041,1000,78
769,mil,3,100,0.01,-0.06259497628156249,1000,79
770,mil,3,1,0.1,-0.041654329324096476,1000,72
771,mil,3,10,0.1,-0.03786567021365482,1000,87
772,mil,3,20,0.1,-0.04106883997922277,1000,95
773,mil,3,30,0.1,-0.0420569715883762,1000,97
774,mil,3,40,0.1,-0.04464985472793574,1000,99
775,mil,3,50,0.1,-0.05215572685225718,1000,92
776,mil,3,60,0.1,-0.055953685798183266,1000,88
777,mil,3,70,0.1,-0.06381934996181056,1000,83
778,mil,3,80,0.1,-0.06097716469062045,1000,78
779,mil,3,90,0.1,-0.06831498268291297,1000,78
780,mil,3,100,0.1,-0.06227980904794434,1000,79
781,mil,3,1,1.0,-0.044805759379074564,1000,72
782,mil,3,10,1.0,-0.044719048411814545,1000,87
783,mil,3,20,1.0,-0.04926740390381713,1000,95
784,mil,3,30,1.0,-0.052214382025972894,1000,97
785,mil,3,40,1.0,-0.053924658192443936,1000,99
786,mil,3,50,1.0,-0.05932744177917476,1000,92
787,mil,3,60,1.0,-0.06420603138372036,1000,88
788,mil,3,70,1.0,-0.07127832574318828,1000,83
789,mil,3,80,1.0,-0.07407396383494068,1000,78
790,mil,3,90,1.0,-0.07738990183047696,1000,78
791,mil,3,100,1.0,-0.07429496629796127,1000,79
792,mil,4,1,0.001,-0.040740895825615214,10000,103
793,mil,4,10,0.001,-0.04751292387919837,10000,154
794,mil,4,20,0.001,-0.061252102273377906,10000,166
795,mil,4,30,0.001,-0.07162147811771752,10000,156
796,mil,4,40,0.001,-0.09404590399778609,10000,155
797,mil,4,50,0.001,-0.09713130059930254,10000,137
798,mil,4,60,0.001,-0.10279831489319645,10000,124
799,mil,4,70,0.001,-0.11162334742834376,10000,125
800,mil,4,80,0.001,-0.12484578061135322,10000,121
801,mil,4,90,0.001,-0.11721003853039011,10000,116
802,mil,4,100,0.001,-0.12317878308701526,10000,108
803,mil,4,1,0.01,-0.04073232842739221,10000,103
804,mil,4,10,0.01,-0.04532496125120448,10000,154
805,mil,4,20,0.01,-0.05882817412428588,10000,166
806,mil,4,30,0.01,-0.0680710707453739,10000,156
807,mil,4,40,0.01,-0.08923262217493343,10000,155
808,mil,4,50,0.01,-0.09468388424146688,10000,137
809,mil,4,60,0.01,-0.10120713704790799,10000,124
810,mil,4,70,0.01,-0.10928579644877763,10000,125
811,mil,4,80,0.01,-0.11887099305232272,10000,121
812,mil,4,90,0.01,-0.11558369855919151,10000,116
813,mil,4,100,0.01,-0.12045761363609739,10000,108
814,mil,4,1,0.1,-0.041460536801666434,10000,103
815,mil,4,10,0.1,-0.04512300842242852,10000,154
816,mil,4,20,0.1,-0.05886685859545248,10000,166
817,mil,4,30,0.1,-0.06744959254857846,10000,156
818,mil,4,40,0.1,-0.08721286545704629,10000,155
819,mil,4,50,0.1,-0.09446425702695639,10000,137
820,mil,4,60,0.1,-0.1015983006523417,10000,124
821,mil,4,70,0.1,-0.10930310324424362,10000,125
822,mil,4,80,0.1,-0.11644399432386382,10000,121
823,mil,4,90,0.1,-0.1167933614052959,10000,116
824,mil,4,100,0.1,-0.12002889767057215,10000,108
825,mil,4,1,1.0,-0.04610457683458856,10000,103
826,mil,4,10,1.0,-0.057283327562514606,10000,154
827,mil,4,20,1.0,-0.07461153376940026,10000,166
828,mil,4,30,1.0,-0.08389094279953066,10000,156
829,mil,4,40,1.0,-0.10141648725685634,10000,155
830,mil,4,50,1.0,-0.10893662990961474,10000,137
831,mil,4,60,1.0,-0.11585276027012284,10000,124
832,mil,4,70,1.0,-0.12478599275812001,10000,125
833,mil,4,80,1.0,-0.13365778772152462,10000,121
834,mil,4,90,1.0,-0.13478464878521648,10000,116
835,mil,4,100,1.0,-0.1363360156170355,10000,108
836,mil,5,1,0.001,-0.0403716235343183,100000,134
837,mil,5,10,0.001,-0.060368813302326074,100000,239
838,mil,5,20,0.001,-0.09333170478551288,100000,237
839,mil,5,30,0.001,-0.11860396870335219,100000,208
840,mil,5,40,0.001,-0.14714202840593055,100000,195
841,mil,5,50,0.001,-0.14492484905169836,100000,183
842,mil,5,60,0.001,-0.14260522295859165,100000,170
843,mil,5,70,0.001,-0.15773160345969883,100000,161
844,mil,5,80,0.001,-0.17426696694112484,100000,152
845,mil,5,90,0.001,-0.19640968887550825,100000,139
846,mil,5,100,0.001,-0.21348819324821905,100000,129
847,mil,5,1,0.01,-0.0403956321116445,100000,134
848,mil,5,10,0.01,-0.05814641139621704,100000,239
849,mil,5,20,0.01,-0.09063968578023522,100000,237
850,mil,5,30,0.01,-0.11204808991227974,100000,208
851,mil,5,40,0.01,-0.1456977224372925,100000,195
852,mil,5,50,0.01,-0.1430628302955273,100000,183
853,mil,5,60,0.01,-0.14053948066526212,100000,170
854,mil,5,70,0.01,-0.15613298844427542,100000,161
855,mil,5,80,0.01,-0.1724137572427211,100000,152
856,mil,5,90,0.01,-0.19469963801599377,100000,139
857,mil,5,100,0.01,-0.21173255650945402,100000,129
858,mil,5,1,0.1,-0.04140620506286079,100000,134
859,mil,5,10,0.1,-0.05929221143199432,100000,239
860,mil,5,20,0.1,-0.09113211132017254,100000,237
861,mil,5,30,0.1,-0.10951025706992201,100000,208
862,mil,5,40,0.1,-0.14673461536361587,100000,195
863,mil,5,50,0.1,-0.14315302529516596,100000,183
864,mil,5,60,0.1,-0.14138211303490966,100000,170
865,mil,5,70,0.1,-0.15750196011674683,100000,161
866,mil,5,80,0.1,-0.17328593085894184,100000,152
867,mil,5,90,0.1,-0.1951573351645404,100000,139
868,mil,5,100,0.1,-0.21223618721888327,100000,129
869,mil,5,1,1.0,-0.04759676197810169,100000,134
870,mil,5,10,1.0,-0.07824810275259844,100000,239
871,mil,5,20,1.0,-0.11042505447939857,100000,237
872,mil,5,30,1.0,-0.12861310116273958,100000,208
873,mil,5,40,1.0,-0.16241588951581243,100000,195
874,mil,5,50,1.0,-0.158738310302361,100000,183
875,mil,5,60,1.0,-0.16200586697114283,100000,170
876,mil,5,70,1.0,-0.17828713516955474,100000,161
877,mil,5,80,1.0,-0.19370845712903173,100000,152
878,mil,5,90,1.0,-0.21260058515211588,100000,139
879,mil,5,100,1.0,-0.22995688580725926,100000,129
880,mil,6,1,0.001,-0.04020538223051607,1000000,167
881,mil,6,10,0.001,-0.0845916119035487,1000000,335
882,mil,6,20,0.001,-0.12781191466285066,1000000,304
883,mil,6,30,0.001,-0.1577607179470915,1000000,256
884,mil,6,40,0.001,-0.1815419731134781,1000000,233
885,mil,6,50,0.001,-0.19004672222384308,1000000,237
886,mil,6,60,0.001,-0.18863357141264953,1000000,209
887,mil,6,70,0.001,-0.21920268653969327,1000000,182
888,mil,6,80,0.001,-0.2595329981342925,1000000,175
889,mil,6,90,0.001,-0.28727917463125596,1000000,155
890,mil,6,100,0.001,-0.2843364680771263,1000000,143
891,mil,6,1,0.01,-0.040057056335014565,1000000,167
892,mil,6,10,0.01,-0.08160155103744136,1000000,335
893,mil,6,20,0.01,-0.12458362639979535,1000000,304
894,mil,6,30,0.01,-0.1558712700914841,1000000,256
895,mil,6,40,0.01,-0.1798389303113114,1000000,233
896,mil,6,50,0.01,-0.18844449864535215,1000000,237
897,mil,6,60,0.01,-0.1863982494060583,1000000,209
898,mil,6,70,0.01,-0.21745753075931112,1000000,182
899,mil,6,80,0.01,-0.258091350159834,1000000,175
900,mil,6,90,0.01,-0.28632426070553213,1000000,155
901,mil,6,100,0.01,-0.2829536074214055,1000000,143
902,mil,6,1,0.1,-0.04115958485884148,1000000,167
903,mil,6,10,0.1,-0.08278684007709662,1000000,335
904,mil,6,20,0.1,-0.12507116914293734,1000000,304
905,mil,6,30,0.1,-0.1567260279584349,1000000,256
906,mil,6,40,0.1,-0.1802864490363674,1000000,233
907,mil,6,50,0.1,-0.1894150819753577,1000000,237
908,mil,6,60,0.1,-0.18762423671730077,1000000,209
909,mil,6,70,0.1,-0.21938324188167943,1000000,182
910,mil,6,80,0.1,-0.2589750013920916,1000000,175
911,mil,6,90,0.1,-0.2888806473029895,1000000,155
912,mil,6,100,0.1,-0.28406475683787646,1000000,143
913,mil,6,1,1.0,-0.04878924413578287,1000000,167
914,mil,6,10,1.0,-0.10556464851284736,1000000,335
915,mil,6,20,1.0,-0.14778349867445442,1000000,304
916,mil,6,30,1.0,-0.17634781477564443,1000000,256
917,mil,6,40,1.0,-0.19779940464872622,1000000,233
918,mil,6,50,1.0,-0.2095901095457086,1000000,237
919,mil,6,60,1.0,-0.21290507318650342,1000000,209
920,mil,6,70,1.0,-0.24537213584822332,1000000,182
921,mil,6,80,1.0,-0.27816695489114446,1000000,175
922,mil,6,90,1.0,-0.3076815077983659,1000000,155
923,mil,6,100,1.0,-0.3039598295912967,1000000,143
924,oce,0,1,0.001,-2.142433523805663,1,1
925,oce,0,10,0.001,-2.142433523805663,1,1
926,oce,0,20,0.001,-2.142433523805663,1,1
927,oce,0,30,0.001,-2.142433523805663,1,1
928,oce,0,40,0.001,-2.142433523805663,1,1
929,oce,0,50,0.001,-2.142433523805663,1,1
930,oce,0,60,0.001,-2.142433523805663,1,1
931,oce,0,70,0.001,-2.142433523805663,1,1
932,oce,0,80,0.001,-2.142433523805663,1,1
933,oce,0,90,0.001,-2.142433523805663,1,1
934,oce,0,100,0.001,-2.142433523805663,1,1
935,oce,0,1,0.01,-2.1424335256334337,1,1
936,oce,0,10,0.01,-2.1424335256334337,1,1
937,oce,0,20,0.01,-2.1424335256334337,1,1
938,oce,0,30,0.01,-2.1424335256334337,1,1
939,oce,0,40,0.01,-2.1424335256334337,1,1
940,oce,0,50,0.01,-2.1424335256334337,1,1
941,oce,0,60,0.01,-2.1424335256334337,1,1
942,oce,0,70,0.01,-2.1424335256334337,1,1
943,oce,0,80,0.01,-2.1424335256334337,1,1
944,oce,0,90,0.01,-2.1424335256334337,1,1
945,oce,0,100,0.01,-2.1424335256334337,1,1
946,oce,0,1,0.1,-2.142433543917587,1,1
947,oce,0,10,0.1,-2.142433543917587,1,1
948,oce,0,20,0.1,-2.142433543917587,1,1
949,oce,0,30,0.1,-2.142433543917587,1,1
950,oce,0,40,0.1,-2.142433543917587,1,1
951,oce,0,50,0.1,-2.142433543917587,1,1
952,oce,0,60,0.1,-2.142433543917587,1,1
953,oce,0,70,0.1,-2.142433543917587,1,1
954,oce,0,80,0.1,-2.142433543917587,1,1
955,oce,0,90,0.1,-2.142433543917587,1,1
956,oce,0,100,0.1,-2.142433543917587,1,1
957,oce,0,1,1.0,-2.1424337274035126,1,1
958,oce,0,10,1.0,-2.1424337274035126,1,1
959,oce,0,20,1.0,-2.1424337274035126,1,1
960,oce,0,30,1.0,-2.1424337274035126,1,1
961,oce,0,40,1.0,-2.1424337274035126,1,1
962,oce,0,50,1.0,-2.1424337274035126,1,1
963,oce,0,60,1.0,-2.1424337274035126,1,1
964,oce,0,70,1.0,-2.1424337274035126,1,1
965,oce,0,80,1.0,-2.1424337274035126,1,1
966,oce,0,90,1.0,-2.1424337274035126,1,1
967,oce,0,100,1.0,-2.1424337274035126,1,1
968,oce,1,1,0.001,-0.12121143713103441,10,10
969,oce,1,10,0.001,-0.12168360720821118,10,10
970,oce,1,20,0.001,-0.12216501450274057,10,10
971,oce,1,30,0.001,-0.12200953769816046,10,10
972,oce,1,40,0.001,-0.12198443147990264,10,10
973,oce,1,50,0.001,-0.12157244389905607,10,10
974,oce,1,60,0.001,-0.12087097037945276,10,10
975,oce,1,70,0.001,-0.12110160050856755,10,10
976,oce,1,80,0.001,-0.1207013550302924,10,10
977,oce,1,90,0.001,-0.12070158166668007,10,10
978,oce,1,100,0.001,-0.1202484002413421,10,10
979,oce,1,1,0.01,-0.1212139621667712,10,10
980,oce,1,10,0.01,-0.12168614962475315,10,10
981,oce,1,20,0.01,-0.12216757433903118,10,10
982,oce,1,30,0.01,-0.12201212037050736,10,10
983,oce,1,40,0.01,-0.12198703225273035,10,10
984,oce,1,50,0.01,-0.12157508246426357,10,10
985,oce,1,60,0.01,-0.12087364877503073,10,10
986,oce,1,70,0.01,-0.12110433051702461,10,10
987,oce,1,80,0.01,-0.12070410751537428,10,10
988,oce,1,90,0.01,-0.12070435276916114,10,10
989,oce,1,100,0.01,-0.12025120015927578,10,10
990,oce,1,1,0.1,-0.12123925149359642,10,10
991,oce,1,10,0.1,-0.12171161315821626,10,10
992,oce,1,20,0.1,-0.12219321260556894,10,10
993,oce,1,30,0.1,-0.12203798865089835,10,10
994,oce,1,40,0.1,-0.12201308342349308,10,10
995,oce,1,50,0.1,-0.12160151196145165,10,10
996,oce,1,60,0.1,-0.1209004772120528,10,10
997,oce,1,70,0.1,-0.12113167270474126,10,10
998,oce,1,80,0.1,-0.12073167718063166,10,10
999,oce,1,90,0.1,-0.12073210919449565,10,10
