,sim,alpha,corpusSize,trueK,bestK,best_ll,correct,entropy,nStates,way,bestLag
691,3,0.5,10,1,1,-0.22530809815818106,1,0.35707913367444827,4,lagged,20.0
692,3,0.5,50,1,1,-0.2313527643867972,1,0.6905010654070294,4,semicol,
693,3,0.5,50,1,1,-0.21148049940005392,1,0.4741273483681029,4,lagged,50.0
694,3,0.5,100,1,3,-0.22309400654786837,0,0.6362000779626988,4,semicol,
695,3,0.5,100,1,2,-0.21783111225214238,0,0.6027221242573176,4,lagged,30.0
696,3,1.0,10,1,3,-0.2351631492099104,0,0.5821257790846741,4,semicol,
697,3,1.0,10,1,1,-0.239909453089031,1,0.8079580119145416,4,lagged,20.0
698,3,1.0,50,1,1,-0.21794715777273602,1,0.7266968753665549,4,semicol,
699,3,1.0,50,1,1,-0.24714625293363862,1,0.732920840680592,4,lagged,20.0
700,3,1.0,100,1,1,-0.2251153890953876,1,0.7559561091785899,4,semicol,
701,3,1.0,100,1,1,-0.2485275127733677,1,0.8466116374703239,4,lagged,50.0
702,3,0.1,10,1,3,-0.273008738438805,0,0.20457734069120118,5,semicol,
703,3,0.1,10,1,1,-0.19925509135218292,1,0.2681268841884742,5,lagged,20.0
704,3,0.1,50,1,2,-0.2259260358561603,0,0.315246352407581,5,semicol,
705,3,0.1,50,1,1,-0.2554670962654594,1,0.4370177122696763,5,lagged,20.0
706,3,0.1,100,1,1,-0.19607590570298167,1,0.18136109406017625,5,semicol,
707,3,0.1,100,1,1,-0.21851215652542488,1,0.22227400300658018,5,lagged,20.0
708,3,0.5,10,1,1,-0.31778488586081316,1,0.5489851480564046,5,semicol,
709,3,0.5,10,1,1,-0.17769344575441925,1,0.6209364306263797,5,lagged,30.0
710,3,0.5,50,1,1,-0.24693810378996714,1,0.4942680276812442,5,semicol,
711,3,0.5,50,1,1,-0.2398078673109605,1,0.7203509063105313,5,lagged,20.0
712,3,0.5,100,1,3,-0.22113186270234997,0,0.6089117735342654,5,semicol,
713,3,0.5,100,1,1,-0.2445031373893039,1,0.6147511934982108,5,lagged,30.0
714,3,1.0,10,1,1,-0.2057671578954239,1,0.825183257146116,5,semicol,
715,3,1.0,10,1,1,-0.3196422025987007,1,0.8109525385866816,5,lagged,20.0
716,3,1.0,50,1,1,-0.23829656385071368,1,0.7114829465078947,5,semicol,
717,3,1.0,50,1,1,-0.2382559689026517,1,0.7911131734755786,5,lagged,20.0
718,3,1.0,100,1,1,-0.24906968751370567,1,0.7137052029944833,5,semicol,
719,3,1.0,100,1,1,-0.261289016677666,1,0.8449009156021108,5,lagged,50.0
720,3,0.1,10,2,2,-0.10873332996011516,1,0.0,2,semicol,
721,3,0.1,10,2,3,-0.06454549516159064,0,0.0,2,lagged,50.0
722,3,0.1,50,2,4,-0.20220098287199723,0,0.0,2,semicol,
723,3,0.1,50,2,4,-0.1692839634607688,0,0.0,2,lagged,30.0
724,3,0.1,100,2,2,-0.19896520249302657,1,0.0,2,semicol,
725,3,0.1,100,2,1,-0.20669713213653837,0,0.0,2,lagged,20.0
726,3,0.5,10,2,1,-0.15572037164075872,0,0.0,2,semicol,
727,3,0.5,10,2,3,-0.1178777565098236,0,0.0,2,lagged,50.0
728,3,0.5,50,2,4,-0.16985134087213924,0,0.0,2,semicol,
729,3,0.5,50,2,3,-0.17009987699317716,0,0.0,2,lagged,30.0
730,3,0.5,100,2,2,-0.20380766009579637,1,0.0,2,semicol,
731,3,0.5,100,2,1,-0.2006441258916154,0,0.0,2,lagged,50.0
732,3,1.0,10,2,3,-0.19416139724481082,0,0.0,2,semicol,
733,3,1.0,10,2,3,-0.12768363440109143,0,0.0,2,lagged,50.0
734,3,1.0,50,2,3,-0.20066207028498764,0,0.0,2,semicol,
735,3,1.0,50,2,2,-0.1911490671614949,1,0.0,2,lagged,20.0
736,3,1.0,100,2,3,-0.1935171999834606,0,0.0,2,semicol,
737,3,1.0,100,2,3,-0.1925390395144236,0,0.0,2,lagged,50.0
738,3,0.1,10,2,4,-0.13128048639446677,0,0.10854770145778705,3,semicol,
739,3,0.1,10,2,1,-0.22714451716146825,0,0.018085834590601337,3,lagged,20.0
740,3,0.1,50,2,2,-0.24085756944226508,1,0.32568038768965346,3,semicol,
741,3,0.1,50,2,2,-0.18868036117396975,1,0.2920263812134676,3,lagged,50.0
742,3,0.1,100,2,3,-0.19934151862533736,0,0.21115904144695039,3,semicol,
743,3,0.1,100,2,3,-0.17254183552184568,0,0.24466966265280035,3,lagged,30.0
744,3,0.5,10,2,3,-0.32242551714558676,0,0.6836860048046395,3,semicol,
745,3,0.5,10,2,2,-0.20201811717769025,1,0.5246016883592671,3,lagged,50.0
746,3,0.5,50,2,4,-0.22547330555327308,0,0.4973622482242103,3,semicol,
747,3,0.5,50,2,4,-0.1994594836282196,0,0.6130802519921775,3,lagged,20.0
748,3,0.5,100,2,4,-0.21283154805110038,0,0.603227780708503,3,semicol,
749,3,0.5,100,2,1,-0.23047897150669716,0,0.6698070568255825,3,lagged,20.0
750,3,1.0,10,2,2,-0.25522512472762393,1,0.654883329067325,3,semicol,
751,3,1.0,10,2,1,-0.15449382194411698,0,0.7066785505095189,3,lagged,20.0
752,3,1.0,50,2,4,-0.21951111301611848,0,0.53524349407559,3,semicol,
753,3,1.0,50,2,1,-0.2341998643710036,0,0.6816220243504701,3,lagged,20.0
754,3,1.0,100,2,2,-0.2343601628341976,1,0.8322297782507475,3,semicol,
755,3,1.0,100,2,3,-0.2090129871673043,0,0.74716380069877,3,lagged,50.0
756,3,0.1,10,2,1,-0.25531812530254083,0,0.17626391255171142,4,semicol,
757,3,0.1,10,2,1,-0.22948426521236884,0,0.3196585013247225,4,lagged,50.0
758,3,0.1,50,2,2,-0.24511189397991925,1,0.30799551366092015,4,semicol,
759,3,0.1,50,2,1,-0.21405886580618327,0,0.2216126909934707,4,lagged,20.0
760,3,0.1,100,2,3,-0.21290511836708118,0,0.14141145837660923,4,semicol,
761,3,0.1,100,2,1,-0.21534495737771028,0,0.30077756987218696,4,lagged,50.0
762,3,0.5,10,2,2,-0.26840608346550837,1,0.6656116380153223,4,semicol,
763,3,0.5,10,2,2,-0.22648093426438745,1,0.617475281033091,4,lagged,50.0
764,3,0.5,50,2,3,-0.22557170587477293,0,0.6770354520819672,4,semicol,
765,3,0.5,50,2,1,-0.2548853961140179,0,0.6464315171301197,4,lagged,50.0
766,3,0.5,100,2,2,-0.21881077545318026,1,0.4832752742710177,4,semicol,
767,3,0.5,100,2,1,-0.20053989620713328,0,0.5755875864824977,4,lagged,20.0
768,3,1.0,10,2,2,-0.20355101429263764,1,0.837235249933045,4,semicol,
769,3,1.0,10,2,2,-0.1354793184040606,1,0.8174685217433255,4,lagged,50.0
770,3,1.0,50,2,2,-0.2749118153059348,1,0.8171708344200517,4,semicol,
771,3,1.0,50,2,2,-0.25221066598748004,1,0.7485898853697625,4,lagged,50.0
772,3,1.0,100,2,2,-0.23576085239980987,1,0.7354912840832354,4,semicol,
773,3,1.0,100,2,1,-0.24154243801077405,0,0.8073869460834031,4,lagged,30.0
774,3,0.1,10,2,3,-0.2066877338044827,0,0.3195168398870795,5,semicol,
775,3,0.1,10,2,1,-0.2187091098744476,0,0.28871280847483916,5,lagged,30.0
776,3,0.1,50,2,2,-0.20948954895027302,1,0.2382948111980509,5,semicol,
777,3,0.1,50,2,2,-0.2184528239020688,1,0.2555451912831822,5,lagged,30.0
778,3,0.1,100,2,2,-0.23709373433350853,1,0.23184817845962125,5,semicol,
779,3,0.1,100,2,1,-0.21993594562032684,0,0.23303927683473857,5,lagged,20.0
780,3,0.5,10,2,2,-0.24294909526362152,1,0.6732359629351121,5,semicol,
781,3,0.5,10,2,1,-0.23098316983260328,0,0.6555206563945292,5,lagged,20.0
782,3,0.5,50,2,1,-0.2500065557549595,0,0.6777233668916081,5,semicol,
783,3,0.5,50,2,2,-0.2261030338798147,1,0.6487820752017806,5,lagged,50.0
784,3,0.5,100,2,2,-0.22935384447915153,1,0.6616014930854979,5,semicol,
785,3,0.5,100,2,1,-0.25627303368058535,0,0.6349005087591967,5,lagged,20.0
786,3,1.0,10,2,1,-0.2674379525459364,0,0.7902308807352513,5,semicol,
787,3,1.0,10,2,1,-0.303406776542663,0,0.7512846326661693,5,lagged,20.0
788,3,1.0,50,2,2,-0.30534335968010784,1,0.7737617757032106,5,semicol,
789,3,1.0,50,2,1,-0.22919155573337346,0,0.8148542696157102,5,lagged,20.0
790,3,1.0,100,2,2,-0.2559093348525669,1,0.7288225779954858,5,semicol,
791,3,1.0,100,2,1,-0.23975407676262037,0,0.7480337719336124,5,lagged,30.0
792,3,0.1,10,3,4,-0.23230146784005268,0,0.0,2,semicol,
793,3,0.1,10,3,4,-0.15052023716498025,0,0.0,2,lagged,30.0
794,3,0.1,50,3,3,-0.19115948493602108,1,0.0,2,semicol,
795,3,0.1,50,3,3,-0.18577908053760445,1,0.0,2,lagged,50.0
796,3,0.1,100,3,4,-0.1935537509351006,0,0.0,2,semicol,
797,3,0.1,100,3,1,-0.19705678305579613,0,0.0,2,lagged,20.0
798,3,0.5,10,3,4,-0.20240202644782232,0,0.0,2,semicol,
799,3,0.5,10,3,2,-0.2076289204846703,0,0.0,2,lagged,50.0
800,3,0.5,50,3,3,-0.21984965346625476,1,0.0,2,semicol,
801,3,0.5,50,3,4,-0.16555885686394028,0,0.0,2,lagged,30.0
802,3,0.5,100,3,3,-0.1911748989620747,1,0.0,2,semicol,
803,3,0.5,100,3,4,-0.18236315195126723,0,0.0,2,lagged,20.0
804,3,1.0,10,3,4,-0.21174678627396945,0,0.0,2,semicol,
805,3,1.0,10,3,3,-0.15953811304622736,1,0.0,2,lagged,50.0
806,3,1.0,50,3,4,-0.18884055145472647,0,0.0,2,semicol,
807,3,1.0,50,3,3,-0.1657372960147947,1,0.0,2,lagged,50.0
808,3,1.0,100,3,4,-0.20298494072350376,0,0.0,2,semicol,
809,3,1.0,100,3,2,-0.20304487207094016,0,0.0,2,lagged,20.0
810,3,0.1,10,3,1,-0.26460256923038367,0,0.19595266509031417,3,semicol,
811,3,0.1,10,3,2,-0.1950448567409017,0,0.2550584436257026,3,lagged,30.0
812,3,0.1,50,3,3,-0.21429780630090223,1,0.22219992878632924,3,semicol,
813,3,0.1,50,3,1,-0.186148296195693,0,0.13075821698712706,3,lagged,20.0
814,3,0.1,100,3,3,-0.21660760595241066,1,0.1819507872412858,3,semicol,
815,3,0.1,100,3,2,-0.2117482344048732,0,0.23859633382182874,3,lagged,50.0
816,3,0.5,10,3,2,-0.2662169313312772,0,0.47385228494257625,3,semicol,
817,3,0.5,10,3,2,-0.15143385617759658,0,0.593735994544289,3,lagged,50.0
818,3,0.5,50,3,3,-0.23333645499648406,1,0.673110946102315,3,semicol,
819,3,0.5,50,3,1,-0.22826653880956776,0,0.5024446473928964,3,lagged,20.0
820,3,0.5,100,3,4,-0.20194368209796845,0,0.45279950388099294,3,semicol,
821,3,0.5,100,3,3,-0.21339115172247317,1,0.5433928358251288,3,lagged,30.0
822,3,1.0,10,3,3,-0.21989126213305285,1,0.8044803521791387,3,semicol,
823,3,1.0,10,3,1,-0.10745123665540841,0,0.6959287474582532,3,lagged,30.0
824,3,1.0,50,3,3,-0.22925572520108953,1,0.6777206492538935,3,semicol,
825,3,1.0,50,3,1,-0.26523874079123677,0,0.6460064895093032,3,lagged,50.0
826,3,1.0,100,3,3,-0.24396168305373012,1,0.7704374324088629,3,semicol,
827,3,1.0,100,3,2,-0.21783894202010526,0,0.7531199044342713,3,lagged,50.0
828,3,0.1,10,3,2,-0.2683734907290291,0,0.23317783110283713,4,semicol,
829,3,0.1,10,3,2,-0.24921107652397745,0,0.28019376651698025,4,lagged,20.0
830,3,0.1,50,3,3,-0.23622307062232523,1,0.20740666200178914,4,semicol,
831,3,0.1,50,3,2,-0.204462881131104,0,0.19895454825773337,4,lagged,50.0
832,3,0.1,100,3,2,-0.2663786508289322,0,0.2816205228481803,4,semicol,
833,3,0.1,100,3,1,-0.23329778023171993,0,0.18422494296533565,4,lagged,30.0
834,3,0.5,10,3,3,-0.22051594733685428,1,0.6140337097837598,4,semicol,
835,3,0.5,10,3,1,-0.23173360211420907,0,0.6314023567660334,4,lagged,20.0
836,3,0.5,50,3,2,-0.2599590333516639,0,0.574423667007271,4,semicol,
837,3,0.5,50,3,1,-0.22240564623648365,0,0.6079863358562592,4,lagged,50.0
838,3,0.5,100,3,3,-0.23991115171329566,1,0.63434470869307,4,semicol,
839,3,0.5,100,3,1,-0.22904644778989958,0,0.626316701622138,4,lagged,30.0
840,3,1.0,10,3,1,-0.2504788877018834,0,0.7535410714307746,4,semicol,
841,3,1.0,10,3,1,-0.24222607097556662,0,0.7652999515150123,4,lagged,50.0
842,3,1.0,50,3,3,-0.24338097688071195,1,0.7327065850223478,4,semicol,
843,3,1.0,50,3,1,-0.2557840477193352,0,0.7619370933402448,4,lagged,20.0
844,3,1.0,100,3,3,-0.27081215974509426,1,0.7559505265394886,4,semicol,
845,3,1.0,100,3,1,-0.2421399876386301,0,0.7292709386736819,4,lagged,20.0
846,3,0.1,10,3,1,-0.27795562793189516,0,0.2367724661511365,5,semicol,
847,3,0.1,10,3,1,-0.23858327386781125,0,0.24649779742921937,5,lagged,20.0
848,3,0.1,50,3,1,-0.27188080107516394,0,0.2399100453584934,5,semicol,
849,3,0.1,50,3,1,-0.18052492528402517,0,0.23895753718975876,5,lagged,50.0
850,3,0.1,100,3,2,-0.25068293131085334,0,0.27073536176402435,5,semicol,
851,3,0.1,100,3,1,-0.2695299177153971,0,0.2542078218654044,5,lagged,20.0
852,3,0.5,10,3,1,-0.31770585592619816,0,0.648112774632381,5,semicol,
853,3,0.5,10,3,1,-0.2094233269908349,0,0.6152228236451137,5,lagged,30.0
854,3,0.5,50,3,2,-0.2252417403302931,0,0.6384501261705177,5,semicol,
855,3,0.5,50,3,1,-0.24218544241759704,0,0.6509431951583008,5,lagged,30.0
856,3,0.5,100,3,2,-0.28266936031862216,0,0.6383071534929853,5,semicol,
857,3,0.5,100,3,2,-0.21763531821278753,0,0.6501782175682385,5,lagged,50.0
858,3,1.0,10,3,1,-0.35895926739394785,0,0.7904831325263927,5,semicol,
859,3,1.0,10,3,1,-0.26053872590470395,0,0.768113616358002,5,lagged,50.0
860,3,1.0,50,3,2,-0.26582847976105617,0,0.7786290925659196,5,semicol,
861,3,1.0,50,3,1,-0.24966941632688386,0,0.7681851152283318,5,lagged,20.0
862,3,1.0,100,3,2,-0.28047035086803707,0,0.7941749367535088,5,semicol,
863,3,1.0,100,3,1,-0.2547317721571276,0,0.7836919221837173,5,lagged,20.0
864,4,0.1,10,0,0,-6.249941406765764e-06,1,0.00021243251717763834,2,semicol,
865,4,0.1,10,0,3,-0.0051503712811525985,0,0.06154979937701536,2,lagged,50.0
866,4,0.1,50,0,0,-1.2499976562546753e-06,1,1.721559560998586e-16,2,semicol,
867,4,0.1,50,0,3,-0.014801933653119614,0,0.035147932318323555,2,lagged,50.0
868,4,0.1,100,0,0,-0.00025065609833436006,1,0.005132872200494355,2,semicol,
869,4,0.1,100,0,0,-0.08683660670993527,1,0.09641871770596437,2,lagged,0.0
870,4,0.5,10,0,2,-0.339877864513976,0,0.512319756409614,2,semicol,
871,4,0.5,10,0,2,-0.033743324437980976,0,0.06997073238830859,2,lagged,50.0
872,4,0.5,50,0,1,-0.3183269073050874,0,0.44492455054591534,2,semicol,
873,4,0.5,50,0,2,-0.16808389185436687,0,0.2855787549497751,2,lagged,50.0
874,4,0.5,100,0,3,-0.4483379687101414,0,0.6640217056251863,2,semicol,
875,4,0.5,100,0,2,-0.676211968919614,0,0.9711650272927257,2,lagged,20.0
876,4,1.0,10,0,1,-0.6895578090172945,0,0.9813983416255102,2,semicol,
877,4,1.0,10,0,3,-0.6734044195364434,0,0.9867840017505665,2,lagged,20.0
878,4,1.0,50,0,1,-0.4727106161571234,0,0.7042941827993593,2,semicol,
879,4,1.0,50,0,3,-0.45201053045794404,0,0.6551920059606648,2,lagged,50.0
880,4,1.0,100,0,4,-0.398812360176458,0,0.5693915584002093,2,semicol,
881,4,1.0,100,0,1,-0.4254574127590612,0,0.6246241973651647,2,lagged,30.0
882,4,0.1,10,0,0,-0.0012632739231757735,1,0.008032453909544504,3,semicol,
883,4,0.1,10,0,1,-0.0008510496792412426,0,0.010120694491830942,3,lagged,50.0
884,4,0.1,50,0,4,-0.5317366597168836,0,0.4618351030746931,3,semicol,
885,4,0.1,50,0,0,-0.3063835003931315,1,0.30549654437595003,3,lagged,0.0
886,4,0.1,100,0,4,-0.4755920324518304,0,0.45292850137692897,3,semicol,
887,4,0.1,100,0,3,-0.09322917290567473,0,0.0775237960546586,3,lagged,50.0
888,4,0.5,10,0,0,-0.947755957147013,1,0.875622033500041,3,semicol,
889,4,0.5,10,0,1,-0.8872938341959238,0,0.8189629030483775,3,lagged,20.0
890,4,0.5,50,0,0,-0.608359749674773,1,0.5559535439726128,3,semicol,
891,4,0.5,50,0,3,-0.8116952803816896,0,0.746971424657651,3,lagged,50.0
892,4,0.5,100,0,0,-1.0389364646705623,1,0.9432455970726774,3,semicol,
893,4,0.5,100,0,3,-0.8163188318764996,0,0.7627028281780622,3,lagged,50.0
894,4,1.0,10,0,3,-1.046380405388929,0,0.9596941555688561,3,semicol,
895,4,1.0,10,0,2,-0.8790339007299521,0,0.8484613946288322,3,lagged,50.0
896,4,1.0,50,0,1,-0.7951623583393636,0,0.7276075252841121,3,semicol,
897,4,1.0,50,0,2,-0.9139739042464423,0,0.8222030453190431,3,lagged,30.0
898,4,1.0,100,0,1,-0.9650110959034096,0,0.8780559243964734,3,semicol,
899,4,1.0,100,0,2,-0.768780556103978,0,0.710477195352197,3,lagged,20.0
900,4,0.1,10,0,0,-1.874970703634428e-05,1,8.913510739366761e-05,4,semicol,
901,4,0.1,10,0,2,-0.34178547907666756,0,0.29082875093363414,4,lagged,50.0
902,4,0.1,50,0,2,-0.473029866883725,0,0.34278384289809694,4,semicol,
903,4,0.1,50,0,0,-0.4651994740148503,1,0.34693390116613027,4,lagged,0.0
904,4,0.1,100,0,4,-0.3501439067448128,0,0.25260061106673753,4,semicol,
905,4,0.1,100,0,3,-0.8044669530187584,0,0.5846789085133928,4,lagged,50.0
906,4,0.5,10,0,0,-1.1820285261070427,1,0.8307177663812317,4,semicol,
907,4,0.5,10,0,0,-0.906386477904316,1,0.6647519017373392,4,lagged,0.0
908,4,0.5,50,0,0,-0.9886414024866812,1,0.6947036628492612,4,semicol,
909,4,0.5,50,0,3,-0.39309445898133216,0,0.30242155615922556,4,lagged,50.0
910,4,0.5,100,0,0,-0.30251130808827237,1,0.22346242467694286,4,semicol,
911,4,0.5,100,0,1,-1.1426714834121674,0,0.8265549795609565,4,lagged,30.0
912,4,1.0,10,0,1,-0.9082928871926776,0,0.659927639035742,4,semicol,
913,4,1.0,10,0,1,-1.1578443309346105,0,0.8253001558356687,4,lagged,20.0
914,4,1.0,50,0,0,-1.2903426760656587,1,0.9346493235899965,4,semicol,
915,4,1.0,50,0,1,-1.2574285664312834,0,0.8991700284196557,4,lagged,50.0
916,4,1.0,100,0,0,-1.2667868883040838,1,0.9158914112271885,4,semicol,
917,4,1.0,100,0,2,-1.1786740925577022,0,0.8636353758260673,4,lagged,20.0
918,4,0.1,10,0,0,-0.038496747298087934,1,0.02012221122413921,5,semicol,
919,4,0.1,10,0,3,-0.19323821776853578,0,0.14136859159711243,5,lagged,30.0
920,4,0.1,50,0,0,-0.5906867659601023,1,0.3661402653442775,5,semicol,
921,4,0.1,50,0,1,-0.7046641501255824,0,0.4386576906471499,5,lagged,30.0
922,4,0.1,100,0,0,-0.017508666599327746,1,0.01031025165978736,5,semicol,
923,4,0.1,100,0,2,-0.6900542640080592,0,0.4321609135008245,5,lagged,50.0
924,4,0.5,10,0,0,-1.3720525670702077,1,0.855083539717479,5,semicol,
925,4,0.5,10,0,0,-1.082376150775269,1,0.6827924160432927,5,lagged,0.0
926,4,0.5,50,0,1,-1.0933939707145115,0,0.6844099635567933,5,semicol,
927,4,0.5,50,0,1,-1.4156155788305793,0,0.8919537132700324,5,lagged,30.0
928,4,0.5,100,0,1,-1.081931308703769,0,0.6699344022349619,5,semicol,
929,4,0.5,100,0,0,-1.1787810200876327,1,0.7326729339695244,5,lagged,0.0
930,4,1.0,10,0,0,-1.3813284002796555,1,0.851137789596078,5,semicol,
931,4,1.0,10,0,1,-1.3905632309467502,0,0.8679366801996735,5,lagged,50.0
932,4,1.0,50,0,0,-1.1727802232378017,1,0.7264934584864097,5,semicol,
933,4,1.0,50,0,1,-0.5542205447923358,0,0.35788513732638744,5,lagged,50.0
934,4,1.0,100,0,0,-1.0723203297821218,1,0.6631055714896652,5,semicol,
935,4,1.0,100,0,1,-1.4009568883401236,0,0.8646922895527203,5,lagged,20.0
936,4,0.1,10,1,1,-0.1990232835405365,1,0.0,2,semicol,
937,4,0.1,10,1,1,-0.21288137657952735,1,0.0,2,lagged,0.0
938,4,0.1,50,1,2,-0.1852943357851228,0,0.0,2,semicol,
939,4,0.1,50,1,3,-0.1732252184710595,0,0.0,2,lagged,50.0
940,4,0.1,100,1,1,-0.19642585714650704,1,0.0,2,semicol,
941,4,0.1,100,1,4,-0.19638784868943454,0,0.0,2,lagged,30.0
942,4,0.5,10,1,4,-0.1467012305586132,0,0.0,2,semicol,
943,4,0.5,10,1,1,-0.21476139895791838,1,0.0,2,lagged,0.0
944,4,0.5,50,1,3,-0.18053690147968024,0,0.0,2,semicol,
945,4,0.5,50,1,1,-0.205545985817668,1,0.0,2,lagged,30.0
946,4,0.5,100,1,4,-0.1853318773378944,0,0.0,2,semicol,
947,4,0.5,100,1,3,-0.17877388033273087,0,0.0,2,lagged,50.0
948,4,1.0,10,1,2,-0.18937057394151055,0,0.0,2,semicol,
949,4,1.0,10,1,4,-0.19012899957073337,0,0.0,2,lagged,20.0
950,4,1.0,50,1,2,-0.20470940209761385,0,0.0,2,semicol,
951,4,1.0,50,1,3,-0.17620568835295133,0,0.0,2,lagged,50.0
952,4,1.0,100,1,1,-0.18553481882994075,1,0.0,2,semicol,
953,4,1.0,100,1,3,-0.1838764614712374,0,0.0,2,lagged,50.0
954,4,0.1,10,1,3,-0.1709226618332999,0,0.03143340300457981,3,semicol,
955,4,0.1,10,1,2,-0.17095683984466306,0,0.0011102160329059248,3,lagged,50.0
956,4,0.1,50,1,4,-0.2154677631272031,0,0.5942539862925048,3,semicol,
957,4,0.1,50,1,2,-0.2203491696950878,0,0.00807697664487021,3,lagged,50.0
958,4,0.1,100,1,2,-0.17953319855412744,0,0.058463456533640025,3,semicol,
959,4,0.1,100,1,2,-0.22072656803373703,0,0.27182220564545184,3,lagged,50.0
960,4,0.5,10,1,1,-0.35136625816433986,1,0.914742998809399,3,semicol,
961,4,0.5,10,1,2,-0.25100616855025765,0,0.28108151098846873,3,lagged,20.0
962,4,0.5,50,1,1,-0.25952494838537576,1,0.6908984832660284,3,semicol,
963,4,0.5,50,1,2,-0.18007008318191653,0,0.9689712561589046,3,lagged,50.0
964,4,0.5,100,1,1,-0.22152858328402686,1,0.5838847276331153,3,semicol,
965,4,0.5,100,1,3,-0.194294507165527,0,0.4513277618906319,3,lagged,50.0
966,4,1.0,10,1,1,-0.21592026828102578,1,0.8844519081674843,3,semicol,
967,4,1.0,10,1,2,-0.20266130598081106,0,0.8183784738672557,3,lagged,50.0
968,4,1.0,50,1,1,-0.222547020715074,1,0.5310348600705624,3,semicol,
969,4,1.0,50,1,1,-0.19974886393460858,1,0.24004400354724761,3,lagged,30.0
970,4,1.0,100,1,2,-0.204203916441689,0,0.7490021228169526,3,semicol,
971,4,1.0,100,1,2,-0.182461438416324,0,0.6155862633762293,3,lagged,50.0
972,4,0.1,10,1,4,-0.18551534903648884,0,0.31040595029293505,4,semicol,
973,4,0.1,10,1,1,-0.26792348383941894,1,0.1907574323248592,4,lagged,0.0
974,4,0.1,50,1,1,-0.22201752074120248,1,0.523767005684477,4,semicol,
975,4,0.1,50,1,1,-0.24474554954303393,1,0.45611133678516813,4,lagged,20.0
976,4,0.1,100,1,1,-0.21696746705872877,1,0.22170160094335617,4,semicol,
977,4,0.1,100,1,3,-0.18354351724002646,0,0.014300903670744181,4,lagged,50.0
978,4,0.5,10,1,1,-0.3495598646179006,1,0.4929375866391973,4,semicol,
979,4,0.5,10,1,1,-0.19859023565514108,1,0.5489172014238486,4,lagged,50.0
980,4,0.5,50,1,3,-0.22674169818304474,0,0.4968771770998558,4,semicol,
981,4,0.5,50,1,1,-0.23059769860928706,1,0.5260676881532663,4,lagged,50.0
982,4,0.5,100,1,2,-0.22897974755912176,0,0.7487393299033802,4,semicol,
983,4,0.5,100,1,1,-0.23409483359767488,1,0.5968074502531597,4,lagged,20.0
984,4,1.0,10,1,1,-0.22534265119456723,1,0.6193961967080445,4,semicol,
985,4,1.0,10,1,1,-0.2805257733254565,1,0.8690679856094035,4,lagged,20.0
986,4,1.0,50,1,1,-0.24905819114219868,1,0.8576598924507411,4,semicol,
987,4,1.0,50,1,1,-0.2181334241034625,1,0.6607366360019694,4,lagged,20.0
988,4,1.0,100,1,3,-0.2176921813425361,0,0.7923793176316082,4,semicol,
989,4,1.0,100,1,1,-0.24254753705256002,1,0.6532686360770865,4,lagged,20.0
990,4,0.1,10,1,2,-0.16728588939837985,0,0.1460584138679073,5,semicol,
991,4,0.1,10,1,2,-0.17126306346981912,0,0.24624349793277509,5,lagged,20.0
992,4,0.1,50,1,2,-0.24914443693190927,0,0.384031921644966,5,semicol,
993,4,0.1,50,1,2,-0.21509791969913652,0,0.23491758362403772,5,lagged,30.0
994,4,0.1,100,1,1,-0.21663452593920196,1,0.3009920973095809,5,semicol,
995,4,0.1,100,1,1,-0.21355645319274502,1,0.29230241947032887,5,lagged,20.0
996,4,0.5,10,1,1,-0.31260747633762603,1,0.8446162468838772,5,semicol,
997,4,0.5,10,1,1,-0.20221830486506007,1,0.6703279176071327,5,lagged,50.0
998,4,0.5,50,1,1,-0.2607461260936742,1,0.6216859078942616,5,semicol,
999,4,0.5,50,1,1,-0.27789726738864096,1,0.7160500407210315,5,lagged,30.0
1000,4,0.5,100,1,1,-0.26525836432842614,1,0.7013005214990031,5,semicol,
1001,4,0.5,100,1,2,-0.24544674931014193,0,0.7039690723525205,5,lagged,30.0
1002,4,1.0,10,1,1,-0.15775820413487238,1,0.7409057046955799,5,semicol,
1003,4,1.0,10,1,1,-0.24580288877514048,1,0.8271264606073219,5,lagged,0.0
1004,4,1.0,50,1,2,-0.2518174857169995,0,0.8399245151256917,5,semicol,
1005,4,1.0,50,1,1,-0.2719715904966344,1,0.7800038242233424,5,lagged,20.0
1006,4,1.0,100,1,1,-0.25987320105584494,1,0.7255557103167594,5,semicol,
1007,4,1.0,100,1,2,-0.24661200738033173,0,0.7684871613395658,5,lagged,50.0
1008,4,0.1,10,2,3,-0.20234312819585235,0,0.0,2,semicol,
1009,4,0.1,10,2,1,-0.19034411521578884,0,0.0,2,lagged,20.0
1010,4,0.1,50,2,3,-0.19503201146033394,0,0.0,2,semicol,
1011,4,0.1,50,2,3,-0.14350770810098934,0,0.0,2,lagged,50.0
1012,4,0.1,100,2,4,-0.1815838851381031,0,0.0,2,semicol,
1013,4,0.1,100,2,3,-0.19787050928328617,0,0.0,2,lagged,50.0
1014,4,0.5,10,2,2,-0.2533106504004867,1,0.0,2,semicol,
1015,4,0.5,10,2,4,-0.14885848211318625,0,0.0,2,lagged,30.0
1016,4,0.5,50,2,4,-0.205221098619765,0,0.0,2,semicol,
1017,4,0.5,50,2,1,-0.1827298333034364,0,0.0,2,lagged,30.0
1018,4,0.5,100,2,2,-0.20795981885650625,1,0.0,2,semicol,
