,sim,alpha,corpusSize,trueK,bestK,best_ll,correct,entropy,nStates,way,bestLag
1455,6,1.0,50,0,3,-0.5920669259477377,0,0.8533714351056314,2,lagged,50.0
1456,6,1.0,100,0,0,-0.2806176947626269,1,0.4049398048473286,2,semicol,
1457,6,1.0,100,0,1,-0.56563254116527,0,0.8254835476665815,2,lagged,50.0
1458,6,0.1,10,0,1,-0.6321041980725823,0,0.5637517244201936,3,semicol,
1459,6,0.1,10,0,0,-1.2499843752058261e-05,1,0.0021388741561720434,3,lagged,0.0
1460,6,0.1,50,0,0,-0.6632330380292246,1,0.5894047242347904,3,semicol,
1461,6,0.1,50,0,0,-2.4999937500528843e-06,1,1.1829960799008962e-05,3,lagged,0.0
1462,6,0.1,100,0,0,-0.06299868464703638,1,0.04990141076448715,3,semicol,
1463,6,0.1,100,0,3,-0.6253674732528038,0,0.584718276392482,3,lagged,50.0
1464,6,0.5,10,0,1,-0.7276537175950684,0,0.7188294485305611,3,semicol,
1465,6,0.5,10,0,2,-0.9374686941696118,0,0.8713842378409611,3,lagged,30.0
1466,6,0.5,50,0,0,-0.08598215703263311,1,0.06727392160152067,3,semicol,
1467,6,0.5,50,0,1,-0.9063389402958572,0,0.8071878391671476,3,lagged,30.0
1468,6,0.5,100,0,3,-1.0119869695868762,0,0.9292687003080505,3,semicol,
1469,6,0.5,100,0,1,-0.46002928823190514,0,0.42765204551912206,3,lagged,30.0
1470,6,1.0,10,0,0,-1.0553165043859074,1,0.9500207681248893,3,semicol,
1471,6,1.0,10,0,1,-0.9092032815240148,0,0.8225662735988397,3,lagged,50.0
1472,6,1.0,50,0,0,-0.9412790118839633,1,0.8521697394062515,3,semicol,
1473,6,1.0,50,0,1,-1.0576861079166098,0,0.9536461535565315,3,lagged,0.0
1474,6,1.0,100,0,2,-0.9830937611485626,0,0.8927950361196355,3,semicol,
1475,6,1.0,100,0,2,-0.9137837677953965,0,0.8323501430464914,3,lagged,50.0
1476,6,0.1,10,0,0,-0.9626286956336222,1,0.7013173518452144,4,semicol,
1477,6,0.1,10,0,1,-0.6805590665098656,0,0.4637822718393231,4,lagged,20.0
1478,6,0.1,50,0,0,-0.685568096269737,1,0.4924683840920769,4,semicol,
1479,6,0.1,50,0,4,-0.6050375395004495,0,0.44408281638456837,4,lagged,30.0
1480,6,0.1,100,0,0,-0.702767719141813,1,0.506606849732974,4,semicol,
1481,6,0.1,100,0,2,-0.2527145129577342,0,0.179762444674082,4,lagged,30.0
1482,6,0.5,10,0,0,-1.116803456547954,1,0.7628120633582675,4,semicol,
1483,6,0.5,10,0,0,-0.7994859266739831,1,0.599243242019894,4,lagged,0.0
1484,6,0.5,50,0,1,-1.0202536578120833,0,0.7384200436878094,4,semicol,
1485,6,0.5,50,0,1,-0.6244695779816789,0,0.46446230771122365,4,lagged,20.0
1486,6,0.5,100,0,0,-1.081673864879125,1,0.7903275759781789,4,semicol,
1487,6,0.5,100,0,2,-0.7327596999054831,0,0.5320661763790367,4,lagged,50.0
1488,6,1.0,10,0,1,-1.0426136517124316,0,0.7293754061777915,4,semicol,
1489,6,1.0,10,0,0,-1.029961782959026,1,0.7780059510250994,4,lagged,0.0
1490,6,1.0,50,0,0,-1.1856991812684512,1,0.853220886618179,4,semicol,
1491,6,1.0,50,0,0,-1.3561537090850715,1,0.972189494380283,4,lagged,0.0
1492,6,1.0,100,0,2,-0.9599471104303282,0,0.6964345679175806,4,semicol,
1493,6,1.0,100,0,1,-1.11794813943132,0,0.8163700679923215,4,lagged,50.0
1494,6,0.1,10,0,2,-0.1669557487969216,0,0.1131584560746236,5,semicol,
1495,6,0.1,10,0,1,-0.9509842210119493,0,0.6120649277958555,5,lagged,20.0
1496,6,0.1,50,0,1,-0.3706817826841407,0,0.21184269192933083,5,semicol,
1497,6,0.1,50,0,0,-0.712306667041079,1,0.4485754787445305,5,lagged,0.0
1498,6,0.1,100,0,0,-0.9905098729185332,1,0.6110023968223989,5,semicol,
1499,6,0.1,100,0,3,-0.07942281727838199,0,0.059795651652943704,5,lagged,50.0
1500,6,0.5,10,0,0,-1.0537814210427365,1,0.604828243613567,5,semicol,
1501,6,0.5,10,0,0,-1.27319420383971,1,0.7896096933172615,5,lagged,0.0
1502,6,0.5,50,0,0,-0.9009608927483034,1,0.5363554826753306,5,semicol,
1503,6,0.5,50,0,2,-0.8355148397839176,0,0.525750272313302,5,lagged,50.0
1504,6,0.5,100,0,0,-0.7434137259343022,1,0.46930704949025354,5,semicol,
1505,6,0.5,100,0,1,-1.1835401298165706,0,0.7369471833896395,5,lagged,30.0
1506,6,1.0,10,0,0,-1.2444179310336818,1,0.7663327774815296,5,semicol,
1507,6,1.0,10,0,2,-1.1624499648498166,0,0.7546016851126931,5,lagged,30.0
1508,6,1.0,50,0,0,-1.5192139986491537,1,0.9454173782692485,5,semicol,
1509,6,1.0,50,0,1,-1.1736529022737887,0,0.7281866840302814,5,lagged,20.0
1510,6,1.0,100,0,0,-1.365356433804428,1,0.849984384013754,5,semicol,
1511,6,1.0,100,0,1,-1.1306523854766197,0,0.7259802821680265,5,lagged,50.0
1512,6,0.1,10,1,3,-0.2203999702093594,0,0.0,2,semicol,
1513,6,0.1,10,1,1,-0.1896022522141992,1,0.0,2,lagged,30.0
1514,6,0.1,50,1,4,-0.1897109939793928,0,0.0,2,semicol,
1515,6,0.1,50,1,4,-0.1731023934075015,0,0.0,2,lagged,30.0
1516,6,0.1,100,1,4,-0.20549896666050838,0,0.0,2,semicol,
1517,6,0.1,100,1,3,-0.19671088702237957,0,0.0,2,lagged,50.0
1518,6,0.5,10,1,3,-0.23465745293000784,0,0.0,2,semicol,
1519,6,0.5,10,1,2,-0.18907195134006888,0,0.0,2,lagged,30.0
1520,6,0.5,50,1,2,-0.18749416661717458,0,0.0,2,semicol,
1521,6,0.5,50,1,1,-0.18529508400991654,1,0.0,2,lagged,20.0
1522,6,0.5,100,1,2,-0.19647253201265494,0,0.0,2,semicol,
1523,6,0.5,100,1,3,-0.19802862102411972,0,0.0,2,lagged,50.0
1524,6,1.0,10,1,4,-0.13550709043496945,0,0.0,2,semicol,
1525,6,1.0,10,1,1,-0.21494017322684045,1,0.0,2,lagged,30.0
1526,6,1.0,50,1,4,-0.18064874427635783,0,0.0,2,semicol,
1527,6,1.0,50,1,2,-0.2040351016257131,0,0.0,2,lagged,20.0
1528,6,1.0,100,1,2,-0.20479212380342818,0,0.0,2,semicol,
1529,6,1.0,100,1,1,-0.19060385822459072,1,0.0,2,lagged,20.0
1530,6,0.1,10,1,1,-0.20536979578156245,1,0.27401223604820296,3,semicol,
1531,6,0.1,10,1,1,-0.26391092493931767,1,0.39519651241310455,3,lagged,0.0
1532,6,0.1,50,1,4,-0.2026368427510681,0,0.3054896386830666,3,semicol,
1533,6,0.1,50,1,2,-0.180278547682048,0,0.2748349166190979,3,lagged,50.0
1534,6,0.1,100,1,4,-0.1875171167790555,0,0.01452995491890235,3,semicol,
1535,6,0.1,100,1,1,-0.19412069260184778,1,0.3128077907189139,3,lagged,30.0
1536,6,0.5,10,1,4,-0.24101207856638782,0,0.5357313541597769,3,semicol,
1537,6,0.5,10,1,1,-0.2676707524632083,1,0.37413900244925963,3,lagged,0.0
1538,6,0.5,50,1,4,-0.19210538791284715,0,0.2422591677553442,3,semicol,
1539,6,0.5,50,1,2,-0.19379193795791516,0,0.6730404092388894,3,lagged,50.0
1540,6,0.5,100,1,4,-0.1889328834530168,0,0.3604924036297,3,semicol,
1541,6,0.5,100,1,3,-0.19010905808423598,0,0.3419654154748026,3,lagged,50.0
1542,6,1.0,10,1,1,-0.25362336463225,1,0.6612795756354174,3,semicol,
1543,6,1.0,10,1,1,-0.24134273752041152,1,0.7753105690236636,3,lagged,20.0
1544,6,1.0,50,1,3,-0.20782813168855702,0,0.9856830556786345,3,semicol,
1545,6,1.0,50,1,2,-0.21236619912288374,0,0.6986750973898932,3,lagged,50.0
1546,6,1.0,100,1,1,-0.20223214636392087,1,0.6101002860293897,3,semicol,
1547,6,1.0,100,1,3,-0.19216367109082236,0,0.7883420466563301,3,lagged,50.0
1548,6,0.1,10,1,1,-0.24445929264019958,1,0.031080235314413254,4,semicol,
1549,6,0.1,10,1,1,-0.19196977340919577,1,0.11912077414722712,4,lagged,0.0
1550,6,0.1,50,1,1,-0.20061981381143007,1,0.38555938859684796,4,semicol,
1551,6,0.1,50,1,1,-0.18439587213046688,1,0.2543533300227704,4,lagged,50.0
1552,6,0.1,100,1,3,-0.2013634879206469,0,0.23391723425095823,4,semicol,
1553,6,0.1,100,1,2,-0.204487328250917,0,0.2664619998223644,4,lagged,30.0
1554,6,0.5,10,1,1,-0.26057995667994244,1,0.7210817876973072,4,semicol,
1555,6,0.5,10,1,1,-0.23124575043963083,1,0.5384265236556118,4,lagged,30.0
1556,6,0.5,50,1,2,-0.2345932562030347,0,0.5259605352818646,4,semicol,
1557,6,0.5,50,1,2,-0.22225139206793765,0,0.6331620521612856,4,lagged,30.0
1558,6,0.5,100,1,2,-0.20772167932149338,0,0.5303709979258617,4,semicol,
1559,6,0.5,100,1,1,-0.23323205925851895,1,0.5799394819511474,4,lagged,30.0
1560,6,1.0,10,1,1,-0.2389755241958327,1,0.8299209041201487,4,semicol,
1561,6,1.0,10,1,3,-0.12936050065685267,0,0.7229987844592264,4,lagged,50.0
1562,6,1.0,50,1,2,-0.25496410759433985,0,0.7854217668861678,4,semicol,
1563,6,1.0,50,1,2,-0.21207234052779148,0,0.8098422424695682,4,lagged,30.0
1564,6,1.0,100,1,2,-0.24447835076231178,0,0.7668413173337528,4,semicol,
1565,6,1.0,100,1,2,-0.21442570906129052,0,0.7917992965153953,4,lagged,20.0
1566,6,0.1,10,1,1,-0.26424761517559087,1,0.1460182397773105,5,semicol,
1567,6,0.1,10,1,1,-0.25800594335396393,1,0.15793908096366321,5,lagged,20.0
1568,6,0.1,50,1,4,-0.15345730114843228,0,0.2233388813157958,5,semicol,
1569,6,0.1,50,1,1,-0.21607374173078195,1,0.39364750223819306,5,lagged,30.0
1570,6,0.1,100,1,1,-0.22441914788704392,1,0.2933084025976827,5,semicol,
1571,6,0.1,100,1,1,-0.23354140330326895,1,0.25722458127076814,5,lagged,20.0
1572,6,0.5,10,1,1,-0.18158235035847264,1,0.429323810178141,5,semicol,
1573,6,0.5,10,1,1,-0.24333324003399653,1,0.43965088182088874,5,lagged,50.0
1574,6,0.5,50,1,1,-0.22735022825421325,1,0.6486783198758993,5,semicol,
1575,6,0.5,50,1,1,-0.18513707872470747,1,0.7050293847576755,5,lagged,50.0
1576,6,0.5,100,1,1,-0.25124392829068254,1,0.6200212385862781,5,semicol,
1577,6,0.5,100,1,1,-0.24889294223510455,1,0.6491134112770607,5,lagged,20.0
1578,6,1.0,10,1,1,-0.31972590070709894,1,0.7964439342782887,5,semicol,
1579,6,1.0,10,1,1,-0.2533836892144461,1,0.849888866336029,5,lagged,30.0
1580,6,1.0,50,1,1,-0.242536669480642,1,0.8060715075886966,5,semicol,
1581,6,1.0,50,1,1,-0.2571411197762328,1,0.7962090192640414,5,lagged,20.0
1582,6,1.0,100,1,1,-0.2526578017246354,1,0.6969052439384581,5,semicol,
1583,6,1.0,100,1,2,-0.2508615009120547,0,0.8243780993950118,5,lagged,50.0
1584,6,0.1,10,2,2,-0.1985247931519254,1,0.0,2,semicol,
1585,6,0.1,10,2,2,-0.18320577927868,1,0.0,2,lagged,20.0
1586,6,0.1,50,2,4,-0.197395957659159,0,0.0,2,semicol,
1587,6,0.1,50,2,2,-0.17764141236325653,1,0.0,2,lagged,50.0
1588,6,0.1,100,2,3,-0.1957856423338999,0,0.0,2,semicol,
1589,6,0.1,100,2,3,-0.16734190179888941,0,0.0,2,lagged,50.0
1590,6,0.5,10,2,2,-0.1935290319739096,1,0.0,2,semicol,
1591,6,0.5,10,2,3,-0.12050537351127497,0,0.0,2,lagged,50.0
1592,6,0.5,50,2,4,-0.20993370258451713,0,0.0,2,semicol,
1593,6,0.5,50,2,3,-0.17985939584052063,0,0.0,2,lagged,50.0
1594,6,0.5,100,2,4,-0.19960440406294677,0,0.0,2,semicol,
1595,6,0.5,100,2,4,-0.21157453803912454,0,0.0,2,lagged,30.0
1596,6,1.0,10,2,4,-0.18703081760471585,0,0.0,2,semicol,
1597,6,1.0,10,2,1,-0.18077330759595328,0,0.0,2,lagged,30.0
1598,6,1.0,50,2,2,-0.184115745297695,1,0.0,2,semicol,
1599,6,1.0,50,2,3,-0.17581359066283234,0,0.0,2,lagged,50.0
1600,6,1.0,100,2,3,-0.19285942553954993,0,0.0,2,semicol,
1601,6,1.0,100,2,3,-0.2080853400826176,0,0.0,2,lagged,50.0
1602,6,0.1,10,2,3,-0.2244803551322215,0,0.5393201136037116,3,semicol,
1603,6,0.1,10,2,3,-0.14787721724846298,0,0.2126114632263775,3,lagged,50.0
1604,6,0.1,50,2,4,-0.19277497239297212,0,0.11437385557743296,3,semicol,
1605,6,0.1,50,2,3,-0.15641736788045957,0,0.07843692968034147,3,lagged,30.0
1606,6,0.1,100,2,4,-0.1908898038256947,0,0.15156273780002905,3,semicol,
1607,6,0.1,100,2,3,-0.19690191153263675,0,0.15358724775655544,3,lagged,30.0
1608,6,0.5,10,2,2,-0.1242315628754633,1,0.46772751554642955,3,semicol,
1609,6,0.5,10,2,1,-0.23085111170273276,0,0.6497041823137354,3,lagged,50.0
1610,6,0.5,50,2,2,-0.25359763867055257,1,0.7789449894029572,3,semicol,
1611,6,0.5,50,2,2,-0.19416093655193392,1,0.43071749792574815,3,lagged,50.0
1612,6,0.5,100,2,2,-0.23464010018775866,1,0.5577594834058847,3,semicol,
1613,6,0.5,100,2,1,-0.2200162351039869,0,0.3733628454892308,3,lagged,20.0
1614,6,1.0,10,2,2,-0.21419187656132802,1,0.7611026013917832,3,semicol,
1615,6,1.0,10,2,1,-0.22389082574773192,0,0.8001491401762966,3,lagged,50.0
1616,6,1.0,50,2,2,-0.2355731119944248,1,0.8118847245288622,3,semicol,
1617,6,1.0,50,2,1,-0.25171094887031864,0,0.6735442599555537,3,lagged,30.0
1618,6,1.0,100,2,4,-0.22628447824680897,0,0.6703766128325632,3,semicol,
1619,6,1.0,100,2,2,-0.21925556334862606,1,0.6742062895358322,3,lagged,50.0
1620,6,0.1,10,2,3,-0.237219204536714,0,0.09675789567208005,4,semicol,
1621,6,0.1,10,2,1,-0.19545025320952442,0,0.25897128931844815,4,lagged,30.0
1622,6,0.1,50,2,2,-0.2029305007307281,1,0.27396996198723644,4,semicol,
1623,6,0.1,50,2,3,-0.1826899129642452,0,0.22203319406846062,4,lagged,20.0
1624,6,0.1,100,2,3,-0.23707037265138145,0,0.2925285954788326,4,semicol,
1625,6,0.1,100,2,1,-0.19414048136534776,0,0.2770790863157894,4,lagged,50.0
1626,6,0.5,10,2,1,-0.33570101197443464,0,0.7125005467334578,4,semicol,
1627,6,0.5,10,2,1,-0.2955421461879181,0,0.6388786137220077,4,lagged,30.0
1628,6,0.5,50,2,3,-0.2659350817222424,0,0.5666758353533953,4,semicol,
1629,6,0.5,50,2,1,-0.22483725807066357,0,0.5431451213040824,4,lagged,20.0
1630,6,0.5,100,2,2,-0.25651679439699315,1,0.5873936717942618,4,semicol,
1631,6,0.5,100,2,1,-0.24802175058306528,0,0.6446090502948385,4,lagged,20.0
1632,6,1.0,10,2,1,-0.2631968360982734,0,0.8145644313937002,4,semicol,
1633,6,1.0,10,2,1,-0.20013795821540628,0,0.766286633178381,4,lagged,50.0
1634,6,1.0,50,2,2,-0.2297852869006826,1,0.7412192147445464,4,semicol,
1635,6,1.0,50,2,2,-0.24142888130834672,1,0.7415525267020817,4,lagged,50.0
1636,6,1.0,100,2,2,-0.23053263826461734,1,0.7996892644050707,4,semicol,
1637,6,1.0,100,2,1,-0.22287043775040485,0,0.7645474180615416,4,lagged,50.0
1638,6,0.1,10,2,2,-0.23932898138244094,1,0.2459660986189392,5,semicol,
1639,6,0.1,10,2,1,-0.19244959733049757,0,0.284289658133688,5,lagged,30.0
1640,6,0.1,50,2,1,-0.2625670758473162,0,0.21979930565877076,5,semicol,
1641,6,0.1,50,2,1,-0.23739624503303475,0,0.2632644048670698,5,lagged,20.0
1642,6,0.1,100,2,3,-0.22731095042870567,0,0.2409155246293228,5,semicol,
1643,6,0.1,100,2,2,-0.20436311340154806,1,0.2781721502798283,5,lagged,50.0
1644,6,0.5,10,2,1,-0.20718262068191412,0,0.6911077829873759,5,semicol,
1645,6,0.5,10,2,1,-0.1984672661900504,0,0.6410928791457262,5,lagged,50.0
1646,6,0.5,50,2,2,-0.2599995877830999,1,0.7054793133160214,5,semicol,
1647,6,0.5,50,2,1,-0.25575743574360027,0,0.6368709126414364,5,lagged,30.0
1648,6,0.5,100,2,2,-0.23836437684037756,1,0.6829396522781321,5,semicol,
1649,6,0.5,100,2,1,-0.2485514717836865,0,0.6182669199338936,5,lagged,50.0
1650,6,1.0,10,2,1,-0.2798238207829942,0,0.7925512253660257,5,semicol,
1651,6,1.0,10,2,1,-0.27039159413396113,0,0.7469346813528016,5,lagged,0.0
1652,6,1.0,50,2,2,-0.2616827655111446,1,0.7946450563699641,5,semicol,
1653,6,1.0,50,2,1,-0.2508108822445548,0,0.7827257549015222,5,lagged,20.0
1654,6,1.0,100,2,2,-0.24080289922310238,1,0.7150081401039634,5,semicol,
1655,6,1.0,100,2,1,-0.2264162504067272,0,0.7960821101920732,5,lagged,50.0
1656,6,0.1,10,3,4,-0.18012155358702633,0,0.0,2,semicol,
1657,6,0.1,10,3,2,-0.186459019761784,0,0.0,2,lagged,50.0
1658,6,0.1,50,3,4,-0.18330704369708295,0,0.0,2,semicol,
1659,6,0.1,50,3,4,-0.1736547788252244,0,0.0,2,lagged,30.0
1660,6,0.1,100,3,4,-0.19286731516229053,0,0.0,2,semicol,
1661,6,0.1,100,3,1,-0.179333272969767,0,0.0,2,lagged,30.0
1662,6,0.5,10,3,4,-0.2013892577025524,0,0.0,2,semicol,
1663,6,0.5,10,3,2,-0.18227778003977355,0,0.0,2,lagged,30.0
1664,6,0.5,50,3,3,-0.18854208826951638,1,0.0,2,semicol,
1665,6,0.5,50,3,3,-0.1444197602364055,1,0.0,2,lagged,50.0
1666,6,0.5,100,3,4,-0.2008008497510011,0,0.0,2,semicol,
1667,6,0.5,100,3,3,-0.20652737508751653,1,0.0,2,lagged,20.0
1668,6,1.0,10,3,4,-0.25278422668246403,0,0.0,2,semicol,
1669,6,1.0,10,3,4,-0.17440575958154486,0,0.0,2,lagged,30.0
1670,6,1.0,50,3,4,-0.20045354633724716,0,0.0,2,semicol,
1671,6,1.0,50,3,3,-0.17317277520775254,1,0.0,2,lagged,50.0
1672,6,1.0,100,3,4,-0.19768298828583394,0,0.0,2,semicol,
1673,6,1.0,100,3,1,-0.21405590364170923,0,0.0,2,lagged,50.0
1674,6,0.1,10,3,3,-0.21863613253390726,1,0.26521775069530334,3,semicol,
1675,6,0.1,10,3,2,-0.1782832091866649,0,0.12187804232372547,3,lagged,20.0
1676,6,0.1,50,3,4,-0.20840911489042113,0,0.1688663637301659,3,semicol,
1677,6,0.1,50,3,2,-0.23058159491057068,0,0.20580491280488666,3,lagged,20.0
1678,6,0.1,100,3,3,-0.20899215469214125,1,0.12024337044161644,3,semicol,
1679,6,0.1,100,3,2,-0.20120790994355767,0,0.17071573629628442,3,lagged,30.0
1680,6,0.5,10,3,1,-0.24272767311977747,0,0.5929449602685317,3,semicol,
1681,6,0.5,10,3,1,-0.1834288328324836,0,0.5211749002271531,3,lagged,20.0
1682,6,0.5,50,3,2,-0.23691142655199632,0,0.5167052261360362,3,semicol,
1683,6,0.5,50,3,1,-0.22581570748066618,0,0.6087174540030252,3,lagged,20.0
1684,6,0.5,100,3,3,-0.22730301451468882,1,0.6434458411305697,3,semicol,
1685,6,0.5,100,3,1,-0.216647959069968,0,0.5375895973091632,3,lagged,50.0
1686,6,1.0,10,3,3,-0.21458159762100873,1,0.6595277279248115,3,semicol,
1687,6,1.0,10,3,2,-0.22964870485021865,0,0.7334151851454314,3,lagged,50.0
1688,6,1.0,50,3,3,-0.2104475331583575,1,0.7671048590998262,3,semicol,
1689,6,1.0,50,3,1,-0.20978742976605724,0,0.8032748101390261,3,lagged,20.0
1690,6,1.0,100,3,3,-0.23791987101305972,1,0.6917823890433815,3,semicol,
1691,6,1.0,100,3,3,-0.20593115513608462,1,0.5810660982672009,3,lagged,50.0
1692,6,0.1,10,3,2,-0.24458682141999047,0,0.1885830605692414,4,semicol,
1693,6,0.1,10,3,1,-0.23753299624548932,0,0.22171883959477176,4,lagged,20.0
1694,6,0.1,50,3,2,-0.20104131171399517,0,0.1969936569058352,4,semicol,
1695,6,0.1,50,3,2,-0.22428859824669192,0,0.23621951830583768,4,lagged,50.0
1696,6,0.1,100,3,2,-0.23253078795596938,0,0.23270526760155844,4,semicol,
1697,6,0.1,100,3,2,-0.2178970202813747,0,0.23925316798402652,4,lagged,20.0
1698,6,0.5,10,3,2,-0.3170813758856675,0,0.5980763055439134,4,semicol,
1699,6,0.5,10,3,1,-0.2589163517987489,0,0.6315717108754252,4,lagged,50.0
1700,6,0.5,50,3,2,-0.2579958111541585,0,0.6384672774775119,4,semicol,
1701,6,0.5,50,3,1,-0.25223267663436216,0,0.5981621524117506,4,lagged,20.0
1702,6,0.5,100,3,3,-0.21342355859947768,1,0.5738504062840497,4,semicol,
1703,6,0.5,100,3,1,-0.25297111652237536,0,0.6167372532952194,4,lagged,50.0
1704,6,1.0,10,3,1,-0.2978627604808045,0,0.7625037052067605,4,semicol,
1705,6,1.0,10,3,1,-0.2708484982148267,0,0.7357651741300467,4,lagged,50.0
1706,6,1.0,50,3,2,-0.23245593200559564,0,0.7604914413464301,4,semicol,
1707,6,1.0,50,3,1,-0.2556477763737202,0,0.7826146488603891,4,lagged,20.0
1708,6,1.0,100,3,2,-0.2494072152423776,0,0.8000544997048837,4,semicol,
1709,6,1.0,100,3,1,-0.21597277596142378,0,0.7231943357753793,4,lagged,30.0
1710,6,0.1,10,3,1,-0.2382834192271376,0,0.25128755335939285,5,semicol,
1711,6,0.1,10,3,1,-0.29572333278730434,0,0.22509506280988847,5,lagged,20.0
1712,6,0.1,50,3,2,-0.23115459706844443,0,0.270829710932588,5,semicol,
1713,6,0.1,50,3,1,-0.2331472551843053,0,0.26468066906012777,5,lagged,50.0
1714,6,0.1,100,3,3,-0.2370734921951181,1,0.2759059233911614,5,semicol,
1715,6,0.1,100,3,2,-0.22127140412508758,0,0.25399088986790075,5,lagged,20.0
1716,6,0.5,10,3,1,-0.23413263128690778,0,0.6563241471893453,5,semicol,
1717,6,0.5,10,3,2,-0.27453262330108097,0,0.6605192577518451,5,lagged,50.0
1718,6,0.5,50,3,2,-0.2627322731576598,0,0.6439286954357683,5,semicol,
1719,6,0.5,50,3,1,-0.2223349278022961,0,0.650355687328737,5,lagged,50.0
1720,6,0.5,100,3,2,-0.2568940861700567,0,0.6492654459188066,5,semicol,
1721,6,0.5,100,3,1,-0.24305915891373883,0,0.6175325529567879,5,lagged,50.0
1722,6,1.0,10,3,1,-0.35797764430031553,0,0.7774707652745777,5,semicol,
1723,6,1.0,10,3,1,-0.19704048033513163,0,0.7745729327918145,5,lagged,30.0
1724,6,1.0,50,3,2,-0.3132105991729832,0,0.7905679910105193,5,semicol,
1725,6,1.0,50,3,1,-0.2543030512372127,0,0.7701456521982956,5,lagged,20.0
1726,6,1.0,100,3,2,-0.25078996500322875,0,0.7830078276562246,5,semicol,
1727,6,1.0,100,3,1,-0.23152883071036856,0,0.7619729177125113,5,lagged,20.0
1728,7,0.1,10,0,0,-6.249941406765764e-06,1,2.3040179641263153e-06,2,semicol,
1729,7,0.1,10,0,2,-0.0025404281996734748,0,0.040969053512042,2,lagged,50.0
1730,7,0.1,50,0,0,-0.6709507426940752,1,0.9619632430147473,2,semicol,
1731,7,0.1,50,0,0,-1.2499976562546753e-06,1,4.37612712891067e-13,2,lagged,0.0
1732,7,0.1,100,0,4,-0.001385528655155667,0,0.036373280340944815,2,semicol,
1733,7,0.1,100,0,0,-6.249994140244896e-07,1,1.6908814676241474e-13,2,lagged,0.0
1734,7,0.5,10,0,4,-0.5390103106693077,0,0.7882773673202298,2,semicol,
1735,7,0.5,10,0,1,-0.573083375968293,0,0.7850108155572008,2,lagged,30.0
1736,7,0.5,50,0,2,-0.6776303648212852,0,0.9775100441222954,2,semicol,
1737,7,0.5,50,0,0,-0.21048552864582193,1,0.31491097843201266,2,lagged,0.0
1738,7,0.5,100,0,0,-0.6926986457052162,1,0.9993601018428406,2,semicol,
1739,7,0.5,100,0,4,-0.2645776417135081,0,0.4132061619446593,2,lagged,30.0
1740,7,1.0,10,0,0,-0.6371778551242032,1,0.9341548273773351,2,semicol,
1741,7,1.0,10,0,1,-0.3827322543201727,0,0.5378807918187825,2,lagged,20.0
1742,7,1.0,50,0,0,-0.6633396499273936,1,0.9584302213691057,2,semicol,
1743,7,1.0,50,0,1,-0.6885741261798378,0,0.9925302089796929,2,lagged,20.0
1744,7,1.0,100,0,1,-0.6920364777326271,0,0.9991258285800764,2,semicol,
1745,7,1.0,100,0,3,-0.0753013797162629,0,0.1406030148408043,2,lagged,50.0
1746,7,0.1,10,0,3,-0.6180028091451997,0,0.5294651475371427,3,semicol,
1747,7,0.1,10,0,1,-0.7979233508813439,0,0.7345988673590028,3,lagged,0.0
1748,7,0.1,50,0,4,-0.2842174073746223,0,0.24453195800316194,3,semicol,
1749,7,0.1,50,0,3,-0.05587445141122933,0,0.0877400226186654,3,lagged,50.0
1750,7,0.1,100,0,0,-6.375191257897221e-05,1,0.0003879044442853671,3,semicol,
1751,7,0.1,100,0,3,-0.07588381382606325,0,0.08713271222144152,3,lagged,50.0
1752,7,0.5,10,0,0,-0.7121475468186533,1,0.6286406345489146,3,semicol,
1753,7,0.5,10,0,1,-0.7506787880894084,0,0.637485787501536,3,lagged,50.0
1754,7,0.5,50,0,0,-0.3858083601755232,1,0.3585890671420271,3,semicol,
1755,7,0.5,50,0,1,-0.6362652568204372,0,0.5681507316929214,3,lagged,20.0
1756,7,0.5,100,0,0,-0.8734881342128419,1,0.7894159410167949,3,semicol,
1757,7,0.5,100,0,2,-0.8662437184301784,0,0.7924229197156184,3,lagged,20.0
1758,7,1.0,10,0,1,-0.9023277522711972,0,0.8335176009144416,3,semicol,
1759,7,1.0,10,0,3,-0.7441656891754544,0,0.7703573896056171,3,lagged,50.0
1760,7,1.0,50,0,0,-1.097481020219626,1,0.9939194281829752,3,semicol,
1761,7,1.0,50,0,3,-0.8544869725682834,0,0.8404563903727543,3,lagged,50.0
1762,7,1.0,100,0,0,-0.9775116241758758,1,0.8903771395715594,3,semicol,
1763,7,1.0,100,0,1,-0.7879973527514825,0,0.7213064880249498,3,lagged,30.0
1764,7,0.1,10,0,2,-0.09273404791226365,0,0.10760851547196712,4,semicol,
1765,7,0.1,10,0,1,-0.5340796848558498,0,0.3873290883339498,4,lagged,0.0
1766,7,0.1,50,0,2,-0.5197148228470425,0,0.3886828717240319,4,semicol,
1767,7,0.1,50,0,1,-0.08522767038814498,0,0.08403761276307414,4,lagged,30.0
1768,7,0.1,100,0,4,-0.08078808702391833,0,0.06544357596457406,4,semicol,
1769,7,0.1,100,0,0,-1.8749970703733152e-06,1,0.0006108203524774993,4,lagged,0.0
1770,7,0.5,10,0,1,-1.0697981664862635,0,0.7793981504727121,4,semicol,
1771,7,0.5,10,0,0,-1.0722572665457242,1,0.7768387843632142,4,lagged,0.0
1772,7,0.5,50,0,0,-0.8842026580924753,1,0.6457040670642534,4,semicol,
1773,7,0.5,50,0,1,-0.8109406289400735,0,0.6092199936598178,4,lagged,30.0
