,species,k,lag,smoother,log_likelihood,num_train_states,num_test_states
526,bird4,3,9,0.1,-0.49284409576315363,64,62
527,bird4,3,10,0.1,-0.494845242334185,64,62
528,bird4,4,1,0.001,-0.46837458638977114,256,131
529,bird4,4,1,0.001,-0.46837458638977114,256,131
530,bird4,4,2,0.001,-0.4464919820646259,256,168
531,bird4,4,3,0.001,-0.45483908753005103,256,169
532,bird4,4,4,0.001,-0.46580909677746196,256,178
533,bird4,4,5,0.001,-0.4638704043492491,256,180
534,bird4,4,6,0.001,-0.48863843413635116,256,192
535,bird4,4,7,0.001,-0.501203825339075,256,197
536,bird4,4,8,0.001,-0.5067411599829023,256,196
537,bird4,4,9,0.001,-0.5090400676122006,256,186
538,bird4,4,10,0.001,-0.5287533508801918,256,187
539,bird4,4,1,0.01,-0.46075394661575875,256,131
540,bird4,4,1,0.01,-0.46075394661575875,256,131
541,bird4,4,2,0.01,-0.4391138098993586,256,168
542,bird4,4,3,0.01,-0.449186931946747,256,169
543,bird4,4,4,0.01,-0.46190084537379866,256,178
544,bird4,4,5,0.01,-0.456517000086662,256,180
545,bird4,4,6,0.01,-0.47701789397996236,256,192
546,bird4,4,7,0.01,-0.4886702262808367,256,197
547,bird4,4,8,0.01,-0.4945948089759155,256,196
548,bird4,4,9,0.01,-0.4993155990850987,256,186
549,bird4,4,10,0.01,-0.5150392106537591,256,187
550,bird4,4,1,0.1,-0.4540459569701153,256,131
551,bird4,4,1,0.1,-0.4540459569701153,256,131
552,bird4,4,2,0.1,-0.43280235989181076,256,168
553,bird4,4,3,0.1,-0.4443972714706973,256,169
554,bird4,4,4,0.1,-0.4588842435253314,256,178
555,bird4,4,5,0.1,-0.4502434491978948,256,180
556,bird4,4,6,0.1,-0.46671186684198507,256,192
557,bird4,4,7,0.1,-0.47771597054956755,256,197
558,bird4,4,8,0.1,-0.48414377040705675,256,196
559,bird4,4,9,0.1,-0.49104082317369,256,186
560,bird4,4,10,0.1,-0.5026447430448958,256,187
561,bird4,5,1,0.001,-0.46659984545555894,1024,240
562,bird4,5,1,0.001,-0.46659984545555894,1024,240
563,bird4,5,2,0.001,-0.45203306651720004,1024,330
564,bird4,5,3,0.001,-0.4574640078190142,1024,349
565,bird4,5,4,0.001,-0.4889617370343967,1024,393
566,bird4,5,5,0.001,-0.5080205829471109,1024,419
567,bird4,5,6,0.001,-0.5080769550751989,1024,475
568,bird4,5,7,0.001,-0.5409998405085371,1024,477
569,bird4,5,8,0.001,-0.5679448570065947,1024,475
570,bird4,5,9,0.001,-0.5867440706688456,1024,452
571,bird4,5,10,0.001,-0.5935747629950929,1024,432
572,bird4,5,1,0.01,-0.4567105716771077,1024,240
573,bird4,5,1,0.01,-0.4567105716771077,1024,240
574,bird4,5,2,0.01,-0.4416663654401332,1024,330
575,bird4,5,3,0.01,-0.4490371245910795,1024,349
576,bird4,5,4,0.01,-0.4749573239225543,1024,393
577,bird4,5,5,0.01,-0.4845418241788321,1024,419
578,bird4,5,6,0.01,-0.48422702066841816,1024,475
579,bird4,5,7,0.01,-0.5126046204853297,1024,477
580,bird4,5,8,0.01,-0.540044651849225,1024,475
581,bird4,5,9,0.01,-0.548559201139152,1024,452
582,bird4,5,10,0.01,-0.5535990717225683,1024,432
583,bird4,5,1,0.1,-0.44844363811189375,1024,240
584,bird4,5,1,0.1,-0.44844363811189375,1024,240
585,bird4,5,2,0.1,-0.4336350286205842,1024,330
586,bird4,5,3,0.1,-0.44272560293559293,1024,349
587,bird4,5,4,0.1,-0.46406352696079584,1024,393
588,bird4,5,5,0.1,-0.4652992699719565,1024,419
589,bird4,5,6,0.1,-0.4649518006154012,1024,475
590,bird4,5,7,0.1,-0.48955891495662834,1024,477
591,bird4,5,8,0.1,-0.5178730310587892,1024,475
592,bird4,5,9,0.1,-0.5172447356860624,1024,452
593,bird4,5,10,0.1,-0.5199397821842736,1024,432
